customerID,Churn,snapdate,Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore,split
2656-FMOKZ,1,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,74.45,237.65,0.0,2.0,train
9178-JHUVJ,0,2023-07-01,Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,24.1,0.0,0.0,3.0,train
9286-BHDQG,0,2023-07-01,Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,45.25,134.72,4.0,4.0,train
7017-VFHAY,0,2023-07-01,Two year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,115.1,352.95,0.0,2.0,train
4484-GLZOU,1,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,105.05,375.29,3.0,2.0,train
3186-BAXNB,1,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,91.7,273.68,9.0,2.0,train
6556-DBKZF,0,2023-07-01,Two year,No,Electronic check,No,Annual,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,No,female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,76.05,210.9,2.0,2.0,train
3351-NGXYI,0,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,female,1.0,No,No,College,3.0,Retired,60–100k,54.1,148.63,0.0,2.0,train
6158-HDPXZ,0,2023-07-01,Month-to-month,No,Mailed check,No,Monthly,No,No,No,No phone service,DSL,No,No,No,No,No,No,No,No,Yes,Yes,male,0.0,No,No,College,1.0,Employed,60–100k,25.35,85.06,2.0,2.0,train
4980-URKXC,0,2023-07-01,One year,No,Bank transfer (automatic),No,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,60–100k,0.0,50.71,3.0,2.0,train
5149-CUZUJ,0,2023-07-01,One year,No,Bank transfer (automatic),Yes,Semiann,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,92.9,308.64,1.0,ORPH-5fdcd269,train
3780-DDGSE,0,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,male,1.0,Yes,Yes,College,2.0,Retired,100–150k,76.05,149.7,0.0,3.0,train
4134-BSXLX,0,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,male,0.0,Yes,No,College,2.0,Self-employed,100–150k,60.9,128.29,4.0,3.0,train
3482-ABPKK,0,2023-07-01,One year,No,Mailed check,No,Monthly,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,54.3,134.92,2.0,2.0,train
5150-LJNSR,0,2023-07-01,One year,No,bank transfer (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,male,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,98.05,314.53,0.0,2.0,train
8208-EUMTE,0,2023-07-01,Two year,No,Mailed check,No,Quarter,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,54.85,180.76,5.0,2.0,train
7954-MLBUN,0,2023-07-01,Two year,No,Bank transfer (automatic),No,Quarter,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.45,360.85,1.0,2.0,train
8100-PNJMH,0,2023-07-01,Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,Yes,Yes,College,5.0,Retired,100–150k,88.85,234.17,9.0,ORPH-d7e20b1f,train
3973-SKMLN,0,2023-07-01,Two year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,19.9,0.0,5.0,3.0,train
0993-OSGPT,0,2023-07-01,One year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,female,1.0,Yes,No,College,2.0,Retired,60–100k,60.65,125.67,0.0,3.0,train
0078-XZMHT,0,2023-07-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,No,College,3.0,Retired,100–150k,85.15,176.88,3.0,2.0,train
6518-PPLMZ,0,2023-07-01,Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,19.4,31.48,3.0,3.0,train
5837-LXSDN,0,2023-07-01,One year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,58.85,168.66,3.0,3.0,train
7593-JNWRU,1,2023-07-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,Yes,No,DSL,No,No,No,No,No,No,No,Yes,No,No,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,44.6,200.83,7.0,2.0,train
1872-EBWSC,0,2023-07-01,One year,No,Mailed check,No,Monthly,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,female,0.0,No,No,College,1.0,Employed,60–100k,20.35,42.6,3.0,2.0,train
7883-ROJOC,0,2023-07-01,Month-to-month,No,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,No,Yes,No,Yes,female,0.0,Yes,No,College,2.0,Employed,60–100k,44.9,151.45,6.0,2.0,train
0924-BJCRC,0,2023-07-01,Month-to-month,No,Electronic check,No,Monthly,No,Yes,Yes,yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,No,Yes,female,1.0,Yes,No,College,3.0,Retired,100–150k,89.45,196.62,6.0,2.0,train
5624-BQSSA,1,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Employed,60–100k,20.95,83.96,4.0,2.0,train
7503-QQRVF,1,2023-07-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,No,male,1.0,Yes,No,College,3.0,Retired,100–150k,74.3,247.52,0.0,2.0,train
6988-CJEYV,0,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,98.7,331.85,0.0,2.0,train
2740-TVLFN,0,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,No,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,50.15,64.1,2.0,2.0,train
6746-WAUWT,0,2023-07-01,One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,male,0.0,No,No,College,2.0,Self-employed,60–100k,19.7,0.0,3.0,3.0,train
3352-ALMCK,0,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,2.0,Retired,>150k,102.65,374.98,0.0,1.0,train
1074-AMIOH,0,2023-07-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes, Yes  ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,108.25,321.41,3.0,2.0,train
5649-RXQTV,0,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.0,391.07,4.0,1.0,train
4484-CGXFK,1,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,Yes,No,DSL, No  ,No,No,No,No,Yes,No, Yes  ,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,55.3,171.48,0.0,2.0,train
0263-FJTQO,0,2023-07-01,Two year,Yes,Credit card (automatic), No  ,Monthly,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,male,0.0,Yes,Yes,College,2.0,Retired,100–150k,70.5,213.09,8.0,3.0,train
4250-FDVOU,1,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,56.25,62.22,1.0,2.0,train
3911-RSNHI,0,2023-07-01,Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,female,0.0,Yes,No,College,3.0,Retired,100–150k,61.4,240.4,0.0,3.0,train
9391-DXGGG,0,2023-07-01,One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,89.15,263.95,0.0,2.0,train
9467-ROOLM,0,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,female,0.0,No,No,College,2.0,Employed,60–100k,19.05,0.0,0.0,2.0,train
4393-OBCRR,0,2023-07-01,One year,No,Mailed check, No  ,Annual,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,female,0.0,No,No,College,1.0,Employed,60–100k,20.25,16.18,0.0,3.0,train
5402-HTOTQ,0,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,No,Yes,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,55.3,101.76,5.0,3.0,train
2229-VWQJH,0,2023-07-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,no,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Yes,No,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,49.3,94.76,0.0,2.0,train
7321-VGNKU,0,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,Yes,Yes,female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,70.35,268.86,7.0,2.0,train
9139-TWBAS,0,2023-07-01,One year,No,Bank transfer (automatic),No,Annual,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,female,0.0,Yes,No,College,2.0,Self-employed,60–100k,47.85,177.93,6.0,3.0,train
6620-JDYNW,0,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,60.6,166.41,8.0,2.0,train
8245-UMPYT,1,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,No,No,female,1.0,No,No,College,1.0,Retired,100–150k,96.4,304.72,0.0,2.0,train
4139-JPIAM,0,2023-07-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,male,0.0,No,No,College,1.0,Self-employed,60–100k,44.45,211.05,1.0,3.0,train
9497-QCMMS,1,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,Yes,male,1.0,No,No,College,1.0,Retired,100–150k,93.55,267.09,2.0,2.0,train
7551-JOHTI,1,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,female,0.0,No,No,College,1.0,Employed,60–100k,19.5,86.54,1.0,2.0,train
9135-MGVPY,0,2023-07-01,Two year,Yes,Mailed check,Yes,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,male,0.0,Yes,No,College,3.0,Self-employed,100–150k,84.7,207.23,5.0,2.0,train
2474-LCNUE,0,2023-07-01,Month-to-month,Yes,Credit card (automatic),No,Monthly,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,female,0.0,Yes,No,College,2.0,Retired,100–150k,73.65,253.54,0.0,2.0,train
6365-MTGZX,1,2023-07-01,Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,96.0,378.42,4.0,2.0,train
4510-PYUSH,1,2023-07-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,No,Yes,female,1.0,No,No,College,2.0,Retired,60–100k,57.15,60.98,0.0,3.0,train
3946-JEWRQ,0,2023-07-01,One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,95.2,283.33,4.0,1.0,train
2239-CGBUZ,0,2023-07-01,One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,female,0.0,Yes,No,College,3.0,Retired,100–150k,60.5,117.73,4.0,3.0,train
8861-HGGKB,1,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,NO ,Yes,Yes,Yes,No,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,86.45,322.42,0.0,2.0,train
8775-ERLNB,0,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,male,1.0,Yes,No,College,2.0,Employed,100–150k,74.3,162.64,0.0,1.0,train
7228-PAQPD,0,2023-07-01,One year,No,Credit card (automatic),No,Monthly,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Yes,No,No,female,0.0,No,No,College,1.0,Self-employed,100–150k,59.1,172.71,2.0,3.0,train
4349-GFQHK,1,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,54.35,160.61,0.0,2.0,train
1379-FRVEB,0,2023-07-01,Month-to-month,Yes,Electronic check,No,Monthly,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No,Yes,Yes,No,male,0.0,No,Yes,Bachelor,3.0,Self-employed,>150k,91.0,299.68,1.0,1.0,train
0761-AETCS,1,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,female,0.0,No,No,College,1.0,Employed,60–100k,19.3,8.64,2.0,4.0,train
2737-YNGYW,1,2023-07-01,Month-to-month,yes,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,80.55,338.82,5.0,2.0,train
5968-HYJRZ,0,2023-07-01,Two year,No,Mailed check,No,Monthly,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,male,0.0,Yes,Yes,College,3.0,Employed,60–100k,24.55,59.23,2.0,3.0,train
6360-SVNWV,0,2023-07-01,Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,No,Yes,female,1.0,No,No,College,1.0,Retired,100–150k,73.55,232.29,0.0,3.0,train
8982-NHAVY,0,2023-07-01,One year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes, No  ,Yes,male,0.0,No,No,Bachelor,1.0,Retired,>150k,100.5,376.84,0.0,1.0,train
4083-BFNYK,0,2023-07-01,One year,No,Credit card (automatic),Yes,MONTHLY ,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,female,1.0,Yes,No,College,2.0,Retired,100–150k,95.0,225.03,3.0,1.0,train
3211-ILJTT,1,2023-07-01,Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,No,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,70.4,214.93,0.0,2.0,train
3450-WXOAT,0,2023-07-01,two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,No,male,0.0,No,No,College,2.0,Self-employed,60–100k,45.2,72.98,3.0,2.0,train
4706-DGAHW,0,2023-07-01,Month-to-month,No, Electronic check  ,Yes,Monthly,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,No,No,Yes,male,1.0,No,No,HighSchool,2.0,Retired,60–100k,45.2,55.05,3.0,2.0,train
3420-ZDBMA,0,2023-07-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,No,male,1.0,No,No,College,2.0,Retired,100–150k,71.45,162.87,3.0,2.0,train
2626-VEEWG,0,2023-07-01,Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,19.4,93.69,0.0,3.0,train
9367-OIUXP,0,2023-07-01,Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,male,0.0,No,No,College,1.0,Employed,60–100k,20.7,51.46,0.0,3.0,train
8189-HBVRW,0,2023-07-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,no,female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,90.8,290.82,5.0,2.0,train
1582-RAFML,1,2023-08-01,Month-to-month,No,Mailed check,No,Monthly,No,No,Yes,no,DSL,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,male,0.0,No,No,College,2.0,Self-employed,100–150k,60.1,90.19,4.0,2.0,train
6654-QGBZZ,0,2023-08-01,Month-to-month,No,Mailed check,Yes,Monthly,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,female,0.0,No,No,College,1.0,Employed,60–100k,19.9,32.42,2.0,3.0,train
9356-AXGMP,0,2023-08-01,One year,Yes,Electronic check,No,Quarter,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,110.7,312.3,5.0,3.0,train
8443-WVPSS,1,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,99.85,336.77,0.0,3.0,train
0129-KPTWJ,0,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,male,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,94.65,332.8,0.0,3.0,train
0345-HKJVM,1,2023-08-01,Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,89.3,334.24,3.0,2.0,train
9470-YFUYI,0,2023-08-01,One year,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,male,1.0,Yes,No,College,2.0,Retired,100–150k,71.0,91.64,6.0,2.0,train
3440-JPSCL,1,2023-08-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,99.95,369.25,0.0,2.0,train
0471-ARVMX,0,2023-08-01,One year,Yes,Electronic check,Yes,Monthly,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,NO ,Yes,female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,104.85,249.8,6.0,1.0,train
6344-SFJVH,0,2023-08-01,Month-to-month,No,Credit card (automatic),Yes,Monthly,No,Yes,No,No phone service,fiber optic,No,No,No,No,No,No,No,Yes,No,No,female,0.0,No,No,College,1.0,Self-employed,60–100k,24.9,170.01,3.0,3.0,train
5944-UGLLK,0,2023-08-01,One year,No,Credit card (automatic),No,Monthly,Yes,Yes,No, YES  ,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,male,0.0,No,No,College,1.0,Self-employed,60–100k,54.9,227.69,0.0,3.0,train
6743-HHQPF,0,2023-08-01,Month-to-month,Yes,Credit card (automatic),No, Monthly  ,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,No,No,No,No,male,0.0,Yes,No,College,3.0,Self-employed,60–100k,25.1,66.5,5.0,3.0,train
4973-RLZVI,0,2023-08-01,One year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Self-employed,100–150k,74.65,220.26,2.0,2.0,train
5018-HEKFO,0,2023-08-01,Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,female,0.0,No,No,College,2.0,Self-employed,60–100k,24.5,56.3,0.0,2.0,train
0930-EHUZA,0,2023-08-01,One year,Yes,Mailed check,No,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,female,0.0,No,No,College,2.0,Self-employed,100–150k,76.35,145.16,7.0,2.0,train
6527-PZFPV,0,2023-08-01,One year,Yes,Credit card (automatic),Yes,Annual,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,20.8,0.21,0.0,2.0,train
4816-JBHOV,1,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,No,male,1.0,No,No,HighSchool,1.0,Retired,60–100k,44.7,91.04,0.0,3.0,train
2073-QBVBI,0,2023-08-01,One year,No,Mailed check,Yes,Annual,No,Yes,No,No phone service,DSL,No,Yes,No,Yes,No,No,No,Yes,No,No,female,0.0,Yes,No,College,3.0,Employed,60–100k,35.45,140.68,0.0,3.0,train
8943-URTMR,1,2023-08-01,Month-to-month,Yes,Mailed check,Yes,Monthly,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Yes,No,No,female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,79.65,343.63,0.0,2.0,train
7354-OIJLX,0,2023-08-01,Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,75.85,244.08,3.0,3.0,train
8314-HTWVE,0,2023-08-01,Two year,No,Mailed check,No,Monthly,Yes,No,Yes,No, No  ,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,Yes,female,0.0,Yes,Yes,College,3.0,Employed,60–100k,19.85,0.0,2.0,2.0,train
5317-FLPJF,0,2023-08-01,Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,female,0.0,No,No,College,1.0,Retired,100–150k,61.35,240.49,6.0,4.0,train
5840-NVDCG,0,2023-08-01,Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,female,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,68.25,214.46,6.0,2.0,train
