gender,SeniorCitizen,Partner,Dependents,EducationLevel,HouseholdSize,EmploymentStatus,AnnualIncomeBracket,customerID
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,5821-MMEIL
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5960-WPXQM
Male,0.0,Yes,,Bachelor,2.0,Self-employed,>150k,0684-AOSIH
Female,0.0,No,No,College,1.0,Employed,60–100k,8260-NGFNY
Male,1.0,Yes,Yes,College,2.0,Retired,100–150k,1309-XGFSN
Male,1.0,No,No,College,1.0,Retired,100–150k,1866-RZZQS
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,6968-URWQU
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,
Male,0.0,No,No,College,1.0,Self-employed,60–100k,9631-XEYKE
Male,1.0,Yes,Yes,College,3.0,Retired,100–150k,8631-NBHFZ
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,1335-MXCSE
 Male  ,0.0,No,No,College,1.0,Employed,60–100k,8873-TMKGR
Female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,8800-JOOCF
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1469-LBJQJ
Male,1.0,No,No,Bachelor,1.0,Retired,>150k,4958-XCBDQ
Male,1.0,Yes,No,College,2.0,Retired,100–150k,8337-UPOAQ
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,0064-YIJGF
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,2386-OWURY
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,1725-IQNIY
Male,0.0,No,No,College,1.0,Employed,60–100k,0310-VQXAM
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6598-RFFVI
Male,0.0,No,,Bachelor,1.0,Self-employed,>150k,3453-RTHJQ
Female,1.0,No,No,College,1.0,Retired,100–150k,6712-OAWRH
Female,0.0,No,No,College,1.0,Employed,60–100k,6278-FEPBZ
Male,0.0,Yes,No,College,3.0,Self-employed,60–100k,4280-DLSHD
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1508-DFXCU
Female,0.0,No,No,College,1.0,Self-employed,60–100k,8614-VGMMV
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,7868-BGSZA
Male,0.0,No,,Bachelor,1.0,Retired,>150k,2800-QQUSO
Female,0.0, No  ,No,College,2.0,Self-employed,100–150k,2930-UOTMB
Female,0.0,No,Yes,Bachelor,1.0,Retired,>150k,7973-DZRKH
Female,1.0,No,No,College,2.0,Retired,100–150k,5914-DVBWJ
Male,0.0,No,No,College,1.0,Employed,60–100k,7698-YFGEZ
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2533-QVMSK
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9773-PEQBZ
Male,1.0,No,No,College,1.0,Retired,100–150k,8644-XLFBW
Female,1.0,No,No,College,1.0,Retired,100–150k,0650-BWOZN
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,8625-AZYZY
Female,0.0,Yes,Yes,College,5.0,Employed,60–100k,7785-RDVIG
Male,0.0,No,No,College,2.0,Self-employed,60–100k,9602-WCXPI
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,2903-YYTBW
Male,0.0,No,No,College,2.0,Self-employed,60–100k,3620-MWJNE
Male,0.0,No,No,College,1.0,Self-employed,60–100k,8573-JGCZW
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,6837-HAEVO
Male,0.0,Yes,No,College,3.0,Retired,100–150k,6701-YVNQG
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,9306-CPCBC
Male,1.0,Yes,Yes,College,3.0,Retired,100–150k,4304-XUMGI
Female,0.0,No,No,College,1.0,Employed,60–100k,9504-YAZWB
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,8819-ZBYNA
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6174-NRBTZ
Male,1.0,Yes,No,Bachelor,3.0,Retired,>150k,9481-IEBZY
Female,1.0, No  ,No,College,1.0,Retired,100–150k,1833-VGRUM
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,6137-NICCO
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,9065-ZCPQX
Male,0.0,No,No,College,2.0,Self-employed,60–100k,6402-EJMWF
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,3620-EHIMZ
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3213-VVOLG
Female,0.0,No,No,College,3.0,Employed,60–100k,6870-ECSHE
Female,0.0,Yes,No,College,3.0,Self-employed, 60–100k  ,8747-UDCOI
Male,1.0,Yes,No,Bachelor,2.0,Retired,>150k,8374-XGEJJ
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,2656-TABEH
Male,1.0,Yes,No,College,2.0,Retired,100–150k,6946-LMSQS
Female,0.0,Yes,No,College,4.0,Retired,100–150k,4626-OZDTJ
Male,0.0,No,No,College,1.0,Self-employed,100–150k,9169-BSVIN
Female,0.0,Yes,Yes,College,5.0,Retired,100–150k,2325-ZUSFD
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,8194-PEEBY
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,6872-HXFNF
Female,0.0,No,No,Bachelor,3.0,Retired,>150k,3932-CMDTD
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,7714-YXSMB
Female,0.0,Yes,Yes,College,3.0,Employed,60–100k,8387-UGUSU
Male,1.0,,No,HighSchool,2.0,Retired,60–100k,1080-BWSYE
Male,1.0,Yes,No,College,3.0,Retired,100–150k,4039-HEUNW
Female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,1194-HVAIF
,1.0,Yes,No,College,-,Retired,100–150k,0812-WUPTB
Female,0.0,No,No,College,2.0, Retired  ,100–150k,3594-UVONA
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0004-TLHLJ
Female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,1767-TGTKO
Male,0.0,No,No,College,,Self-employed,60–100k,8439-LTUGF
Female,0.0,No,No,College,1.0,Employed,60–100k,8805-JNRAZ
Female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,5089-IFSDP
Male,0.0,Yes,No,College,2.0,Retired,100–150k,6418-HNFED
Female,0.0,Yes,Yes,,5.0,Self-employed,60–100k,0206-OYVOC
Male,0.0,No,No,College,1.0,Self-employed,60–100k,7291-CDTMJ
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7128-GGCNO
Female,0.0,Yes,No,,5.0,Retired,>150k,0237-YFUTL
Male,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,7691-KGKGP
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k, 6710-HSJRD  
Male,0.0,No,No,College,1.0,Self-employed,60–100k,3675-EQOZA
Male,0.0,No,No,College,1.0,Retired,100–150k,0840-DCNZE
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,1732-FEKLD
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,9862-KJTYK
Female,0.0,No,Yes,Bachelor,1.0,Retired,>150k,0479-HMSWA
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,5854-KSRBJ
Male,0.0,Yes,No,Bachelor,3.0,,>150k,0365-BZUWY
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,4817-VYYWS
Female,0.0,No,Yes,College,2.0,Employed,60–100k,5701-SVCWR
Female,0.0,Yes,Yes,College,3.0,Employed,60–100k,3129-AAQOU
Female,0.0,Yes,No,College,3.0,Retired,100–150k,4922-CVPDX
Female,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,1396-QWFBJ
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,1357-BIJKI
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,1099-BTKWT
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,5299-SJCZT
Male,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,2018-PZKMU
 Female  ,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,7340-KEFQE
Female,0.0,No,No,College,3.0,Self-employed,60–100k,4570-QHXHL
Male,1.0,Yes,Yes,Bachelor,3.0,Retired,>150k,2403-BCASL
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,7392-YYPYJ
Female,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,2898-LSJGD
Male,0.0,Yes,Yes,Bachelor,4.0,employed,>150k,2223-GDSHL
Male,0.0,No,No,College,1.0,Employed,60–100k,7359-PTSXY
Male,0.0,Yes,Yes,College,4.0,Retired,100–150k,9470-RTWDV
Male,0.0,Yes,No,College,3.0,Self-employed,100–150k,2176-OSJUV
Male,0.0,No,No,College,1.0,Self-employed,60–100k,9348-YVOMK
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8104-OSKWT
Female,0.0,,No,Bachelor,2.0,Self-employed,>150k,4521-YEEHE
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,4090-KPJIP
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,3786-WOVKF
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4503-BDXBD
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6086-ESGRL
Male,0.0,No,No,College,2.0,Self-employed,60–100k,2592-HODOV
Female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,7995-ZHHNZ
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3824-RHKVR
Female,1.0,No,No,College,1.0,Retired,60–100k,5816-SCGFC
Female,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,5989-AXPUC
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,4979-HPRFL
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,8590-OHDIW
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,8015-IHCGW
Female,0.0,No,No,College,1.0,Self-employed,60–100k,2332-TODQS
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,9278-VZKCD
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,8008-OTEZX
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,2773-OVBPK
Female,0.0,No,No,College,1.0,Employed,60–100k,5999-LCXAO
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5206-XZZQI
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,4803-LBYPN
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5759-RCVCB
Female,0.0,Yes,No,Bachelor,3.0,Self-employed,>150k,6372-RFVNS
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2139-FQHLM
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,8261-GWDBQ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1093-YSWCA
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,8938-UMKPI
Male,0.0,No,No,College,1.0,Employed,60–100k,0991-BRRFB
Female,0.0,Yes,Yes,Bachelor,4.0,Retired,>150k,3882-IYOIJ
Male,0.0,Yes,,College,2.0,Self-employed,60–100k,8749-TZYEC
Male,0.0,No,No,College,1.0,Employed,60–100k,1755-FZQEC
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,3115-JPJDD
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,5600-KTXFM
Male,1.0,No, No  ,College,1.0,Retired,100–150k,3871-IKPYH
Male,0.0,Yes,Yes,Bachelor,5.0,Self-employed,>150k,6319-IEJWJ
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,9025-AOMKI
 Male  ,0.0,No,No,Bachelor,3.0,Retired,>150k,6339-TBELP
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,7964-YESJC
Male,1.0,Yes,No,College,2.0,Retired,100–150k,6173-GOLSU
Male,0.0,,No,Bachelor,1.0,Self-employed,>150k,5275-SQEIZ
Female,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,7716-YTYHG
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,9938-ZREHM
Male,0.0,No,No,College,1.0,Employed,60–100k,7950-XWOVN
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,4390-KYULV
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4647-MUZON
Male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,9702-AIUJO
Female,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,8849-PRIQJ
Female,0.0,Yes,No,College,3.0,Self-employed,100–150k,8851-RAGOV
Female,1.0,No,No,College,1.0,Retired,100–150k,1304-NECVQ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,5396-IZEPB
Female,0.0,No,Yes,College,2.0,Employed,60–100k,1729-VLAZJ
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,8285-ABVLB
Male,0.0,No,No,College,1.0,Retired,100–150k,0701-TJSEF
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5712-VBOXD
Female,0.0,No,No,College,1.0,Self-employed,60–100k,6629-LADHQ
Female,0.0,No,Yes,Bachelor,2.0,Self-employed,>150k,8945-GRKHX
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1559-DTODC
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,4797-MIWUM
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6959-UWKHF
Male,1.0,,No,HighSchool,1.0,Retired,60–100k,8720-RQSBJ
Female,0.0,Yes,Yes,College,5.0,Employed,60–100k,4537-CIBHB
Female,0.0,No,No,College,1.0,Employed,60–100k,3815-SLMEF
Female,0.0,No,No,College,1.0,Self-employed,100–150k,5154-VEKBL
Female,0.0,No,No,College,2.0,Self-employed,60–100k,4324-AHJKS
Female,0.0,Yes,Yes,Bachelor,4.0,Self-employed,>150k,4355-CVPVS
Female,0.0,No,Yes,College,2.0,Self-employed,100–150k,4495-LHSSK
Male,1.0,No,No,College,2.0,Retired,100–150k,5655-JSMZM
Male,0.0,Yes,No,College,3.0,Self-employed,100–150k,5915-ANOEI
Female,0.0,No,No,HiXhSchool,1.0,Retired,>150k,
Female,1.0,No, No  ,College,2.0,Retired,100–150k,4505-EXZHB
Male,1.0,Yes,No,College,2.0,Retired,100–150k,7225-CBZPL
Male,0.0,Yes,No,College,3.0,Self-employed,60–100k,6704-UTUKK
Female,0.0,Yes,No,Bachelor,3.0,Retired,>150k,4587-VVTOX
 Male  ,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,2019-HDCZY
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4652-NNHNY
Male,0.0,No,No,College,1.0,Retired,100–150k,8788-DOXSU
Female,0.0,No,No,College,2.0,Self-employed,100–150k,7404-JLKQG
Female,0.0,No,No,College,1.0,Self-employed,60–100k,7421-ZLUPA
Female,1.0,Yes,No,College,2.0,Retired,100–150k,8972-HJWNV
Female,0.0,No,No,College,1.0, Self-employed  ,60–100k,3274-NSDWE
Female,0.0,Yes,Yes,Bachelor,5.0,Retired,>150k,2632-IVXVF
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,3692-JHONH
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,8915-NNTRC
Female,0.0,Yes,No,College,3.0,Employed,60–100k,5914-GXMDA
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,7463-IFMQU
Male,,Yes,Yes,Bachelor,2.0,Retired,>150k,2920-RNCEZ
Male,0.0,Yes,Yes,College,5.0,Self-employed,100–150k,2541-YGPKE
Female,0.0,No,No,College,2.0,Self-employed,60–100k,8515-OCTJS
Male,0.0,No,No,College,1.0,Self-employed,60–100k,5382-TEMLV
Female,0.0,Yes,Yes,College,2.0,Retired,100–150k,3441-CGZJH
Male,0.0,Yes,No,College,,Self-employed,100–150k,9592-ERDKV
Female,1.0,No,No,College,1.0,Retired,100–150k,2860-RANUS
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5261-QSHQM
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,4778-IZARL
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0432-CAJZV
Male,0.0,Yes,Yes,College,4.0,Self-employed,60–100k,7008-LZVOZ
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,8868-WOZGU
 Female  ,1.0,No,No,College,2.0,Retired,100–150k,1200-TUZHR
Male,0.0,No,Yes,College,1.0,Employed,60–100k,9365-CSLBQ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1334-FJSVR
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,5884-FBCTL
Male,1.0,Yes,No,College,2.0,Retired,60–100k,7130-CTCUS
Male,0.0,Yes,No,Bachelor,2.0,Self-employed,>150k,6242-FEGFD
Female,,No,No,Bachelor,1.0,Self-employed,>150k,7625-XCQRH
Male,0.0,No,No,College,1.0,Retired,100–150k,6194-HBGQN
Female,0.0,No,Yes,College,1.0,Self-employed,60–100k,7634-WSWDB
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,6986-IXNDM
Female,0.0,No,No,Bachelor,1.0,Self-employed,,1731-TVIUK
Female,0.0,No,No,College,1.0,Self-employed,100–150k,2987-BJXIK
,0.0,No,Yes,College,1.0,Self-employed,100–150k,9769-TSBZE
Female,1.0,Yes,No,Bachelor,2.0,Retired,>150k,0406-BPDVR
Male,0.0,No,Yes,Bachelor,1.0,Retired,>150k,0618-XWMSS
Male,0.0,No,No,College,1.0,Employed,60–100k,1395-WSWXR
Female,0.0,Yes,No,College,2.0,Retired,100–150k,6023-GSSXW
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,6752-APNJL
Female,1.0,No,No,College,1.0,Retired,100–150k,5276-KQWHG
Female,1.0,No,No,College,1.0,,100–150k,0420-HLGXF
Male,0.0,Yes,Yes,Bachelor,3.0,Retired,>150k,7446-KQISO
Male,0.0,Yes,Yes,College,4.0,Retired,100–150k,9823-EALYC
Female,0.0,No,No, College  ,1.0,Employed,60–100k,0582-AVCLN
Male,0.0,Yes,No,College,2.0,Retired,100–150k,5803-NQJZO
Male,0.0,No,No,College,3.0,Self-employed,60–100k,2565-JSLRY
Male,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,2607-DHDAK
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,1073-XXCZD
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,0743-HRVFF
Male,0.0,No,No,College,1.0,Retired,100–150k,4006-HKYHO
Female,0.0,No,No,College,2.0,Employed,60–100k,3727-JEZTU
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,8143-ETQTI
Female,0.0,No,No,College,1.0,Self-employed,60–100k,6689-KXGBO
Female,0.0,No,No,College,1.0,Self-employed,60–100k,9667-TKTVZ
Female,1.0,No,,,2.0,Retired,>150k,3657-COGMW
Female,0.0,No,No,College,1.0,Self-employed,60–100k,8570-KLJYJ
Female,0.0,No,No,College,1.0,Employed,60–100k,7754-IXRMC
Female,0.0,No,No,College,3.0,Self-employed,100–150k,9473-CBZOP
Female,0.0,Yes, Yes  ,College,3.0,Self-employed,100–150k,2969-WGHQO
Male,0.0,No,No,Bachelor,2.0,Retired,>150k,6615-NGGZJ
Male,1.0,Yes,No,College,3.0,Retired,60–100k,4334-HOWRP
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,4255-DDUOU
Female,0.0,No,No,College,1.0,Employed,60–100k,5863-OOKCL
Male,0.0,No,No,College,1.0,Self-employed,60–100k,1686-STUHN
Female,0.0,No,No,College,1.0,Self-employed,60–100k,1329-VHWNP
Male,0.0,No,No,Bachelor,1.0,Retired,>150k,2984-MIIZL
Male,0.0,Yes,Yes,Bachelor,6.0,Retired,>150k,0266-GMEAO
Female,0.0,Yes,No,College,2.0,Self-employed,60–100k,5590-YRFJT
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,5574-NXZIU
Female,0.0,No,,College,1.0,Self-employed,60–100k,0019-GFNTW
Female,0.0,No,Yes,College,1.0,Self-employed,60–100k,4256-ZWTZI
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,8309-PPCED
Male,1.0,Yes,Yes,College,2.0,Retired,100–150k,4098-NAUKP
Male,0.0,Yes,Yes,College,7.0,Self-employed,100–15Ek,5196-WPYOW
Male,0.0,Yes,Yes,College,5.0,Self-employed,60–100k,4608-LCIMN
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,1485-YDHMM
Female,0.0,Yes,Yes,College,3.0,Self-employed,60–100k,4054-CUMIA
Female,0.0,Yes,Yes,College,3.0,Employed,60–100k,0603-TPMIB
Female,0.0,No,No,College,1.0,Employed,60–100k,2525-GVKQU
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8161-QYMTT
Male,0.0,Yes,Yes,College,5.0,Employed,60–100k,9581-GVBXT
Male,0.0,No,No,College,1.0,Retired,100–150k,5862-BRIXZ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,5404-GGUKR
Male,1.0,Yes,No,College,2.0,Retired,60–100k,3308-JSGML
Female,0.0,Yes,No,College,2.0,Retired,100–150k,2126-GSEGL
Female,,No,No,Bachelor,3.0,Retired,>150k,3677-TNKIO
Female,0.0,No,No,College,1.0,Self-employed,60–100k,0440-QEXBZ
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,2434-EEVDB
Female,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,6762-QVYJO
Female,1.0,Yes,No,College,2.0,Retired,100–150k,6199-IWKGC
Male,1.0,Yes,No,College,2.0,Retired,100–150k,2675-DHUTR
Female,0.0,Yes,No,Bachelor,2.0,Retired,>150k,8152-VETUR
Female,1.0,No,No,HighSchool,1.0,Retired,60–100k,9667-EQRXU
Male,1.0,No,No,College,2.0,Retired, 60–100k  ,7446-YPODE
Female,1.0,No,No,College,1.0,Retired,60–100k,9522-BNTHX
Male,0.0,No,No,College,1.0,Self-employed,60–100k,4676-WLUHT
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3329-WDIOK
Female,0.0,Yes,Yes,College,,Employed,60–100k,7980-MHFLQ
Female,0.0,Yes,Yes,Bachelor,3.0,Self-employed,>150k,2873-ZLIWT
Female,0.0,Yes,Yes,College,3.0,Self-employed,100–150k,3415-TAILE
Male,0.0,Yes,Yes,College,4.0,Self-employed,100–150k,0757-WCUUZ
Female,0.0,No,No,College,1.0,Self-employed,60–100k,
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,1915-IOFGU
Female,0.0,No,No,Bachelor,2.0,Self-employed,>150k,3045-XETSH
Female,0.0,No,No,College,1.0,Self-employed,60–100k,0374-AACSZ
Male,0.0,No,No,College,1.0,Employed,60–100k,7239-HZZCX
Male,0.0,No,No,College,2.0,Retired,100–150k,4872-VXRIL
Female,0.0,Yes,yes,College,,Retired,100–150k,9140-CZQZZ
Female,0.0,Yes,Yes,College,2.0, Self-employed  ,60–100k,3423-HHXAO
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,9938-TKDGL
Male,1.0,Yes,,College,3.0,Retired,100–150k,0531-ZZJWQ
Female,0.0,No, No  ,College,1.0,Self-employed,60–100k,6537-QLGEX
Male,1.0,No,No,College,1.0,Retired,100–150k,2688-BHGOG
Male,0.0,Yes,Yes,College,2.0,Self-employed,100–150k,7683-CBDKJ
Male,1.0,Yes,No,College,2.0,Retired,100–150k,0946-CLJTI
Male,0.0,No,No,College,2.0,Self-employed,60–100k,3160-TYXLT
Male,0.0,Yes,No,Bachelor,2.0,Retired,>150k,1325-USMEC
Female,1.0,Yes,Yes,College,2.0,Retired,100–150k,0916-QOFDP
Male,0.0,Yes,Yes,College,3.0,Retired,100–150k,0628-CNQRM
Female,0.0,Yes,,Bachelor,2.0,Retired,>150k,5606-AMZBO
Female,0.0,Yes,Yes,College,4.0,Employed,60–100k,6199-IPCAO
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,7665-TOALD
Male,0.0,Yes,No,College,2.0, Self-employed  ,100–150k,0112-QWPNC
Female,1.0,Yes,No,College,2.0,Retired,100–150k,0324-BRPCJ
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,2777-PHDEI
Female,0.0,No,No,College,1.0,Self-employed,60–100k,5640-CAXOA
Female,0.0,Yes,No,College,2.0,Self-employed,100–150k,2235-EZAIK
Female,0.0,No,No,College,1.0,Self-employed,60–100k,3847-BAERP
Male,0.0,No,No,Bachelor,2.0,Self-employed,>150k,1196-AMORA
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4282-YMKNA
Female,0.0,,Yes,College,3.0,Employed,60–100k,1453-RZFON
Female,0.0, No  ,No,College,1.0,Retired,100–150k,8263-OKETD
Female,0.0,No,No,College,1.0,Self-employed,60–100k,0670-KDOMA
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,2476-YGEFM
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,8687-BAFGU
Male,0.0,No,No,Bachelor,1.0,Self-employed,>150k,0641-EVBOJ
Female,0.0,No,No,Bachelor,2.0,Retired,>150k,0829-XXPLX
,0.0,No,Yes,Bachelor,2.0,Retired,>150k,9974-JFBHQ
Male,0.0,No,No,College,1.0,Self-employed,60–100k,5356-RHIPP
FemaCe,0.0,No,No,College,2.0,Self-employed,60–100k,6624-JDRDS
Male,0.0,Yes,No,College,2.0,Employed,60–100k,0608-JDVEC
Male,0.0,No,No,College,1.0,Self-employed,100–150k,9780-FKVVF
Male,0.0,Yes,Yes,College,3.0,Employed,60–100k,1919-RTPQD
Male,0.0,Yes,Yes,Bachelor,2.0,Retired,>150k,5214-NLTIT
Male,0.0,Yes,No,College,2.0,Self-employed,60–100k,3345-PBBFH
Female,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,5055-BRMNE
Female,1.0,Yes,No,College,2.0,Retired,100–150k,9189-JWSHV
Female,0.0,Yes,No,,2.0,Retired,>150k,2190-PHBHR
Male,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,2650-GYRYL
Male,0.0,No,No,College,1.0,Self-employed,60–100k,0746-JTRFU
Male,0.0,Yes,No,College,2.0,Self-employed,100–150k,5208-FVQKB
Female,0.0,No,No,College,1.0,Self-employed,100–150k,7184-LRUUR
Female,0.0,No,No,Bachelor,1.0,Retired,>150k,6627-CFOSN
Male,0.0,No,No, College  ,1.0,Self-employed,60–100k,3982-JGSFD
Female,0.0,Yes,Yes,College,2.0,Employed,60–100k,1574-DYCWE
Male,0.0,Yes,No,College,3.0,Self-employed,,7247-XOZPB
Female,0.0,Yes,Yes,College,2.0,Self-employed,60–100k,2466-FCCPT
Male,,Yes,No,Bachelor,2.0,Self-employed,>150k,6211-WWLTF
Female,0.0,No,No,Bachelor,1.0,Self-employed,>150k,4826-TZEVA
Male,0.0,No,No,College,1.0,Self-employed,60–100k,6016-NXBNJ
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,9138-EFSMO
Male,1.0,Yes,No,College,2.0,Retired,100–150k,0576-WNXXC
Male,0.0,No,Yes,College,3.0,Self-employed,100–150k,4632-XJMEX
Male,1.0,Yes,No,College,2.0,Retired,100–150k,8910-LEDAG
Female,1.0,Yes,No,College,3.0,Retired,100–150k,3452-GWUIN
Male,0.0,Yes,No,Bachelor,3.0,Retired,>150k,2716-GFZOR
Male,0.0,Yes,Yes,College,2.0,Employed,60–100k,3724-UCSHY
Male,0.0,No,Yes,College,1.0,Self-employed,60–100k,8626-XHBIE
Male,0.0,No,No,College,1.0,Self-employed,60–100k,4628-CTTLA
Male,0.0,Yes,Yes,Bachelor,2.0,Self-employed,>150k,3192-LNKRK
Female,0.0,No,No,College,1.0,Employed,60–100k,4439-YRNVD
