MonthlyCharges,AverageDataUsage,AppLoginFrequency,CustomerSatisfactionScore,customerID
104.8,288.37,0,3.0,0100-DUVFC
70.95,153.62,3,2.0,5397-TUPSH
44.95,128.88,1,ORPH-87ac97f6,8950-MTZNV
97.65,316.05,0,2.0,0326-VDYXE
35.65,37.37,6,,6773-LQTVT
90.55,351.71,5,2.0,7274-RTAPZ
85.25,198.07,3,2.0,0436-TWFFZ
19.5,0.0,1,2.0,8566-YPRGL
88.8,328.74,1,2.0,0311-UNPFF
25.1,14.68,3,3.0,6609-MXJHJ
100.05,363.74,6,1.0,2669-OIDSD
55.7,83.82,6,2.0,8400-WZICQ
85.2,,0,2.0,3834-XUIFC
91.15,289.48,4,2.0,9576-SYUHJ
83.85,298.02,0,2.0,0410-IPFTY
45.9,,2,3.0,2831-EBWRN
25.1,15.16,0,3.0,9430-NKQLY
91.4,259.23,0,2.0,8414-MYSHR
19.7,32.98,1,3.0,0247-SLUJI
91.5,254.48,0,2.0,9402-ORRAH
51.3,100.06,0,ORPH-30d415d8,6483-OATDN
21.1,0.0,1,3.0,1293-HHSHJ
104.75,252.7,0,2.0,4840-ORQXB
106.15,309.43,0,3.0,7599-FKVXZ
85.75,206.48,2,2.0,3982-DQLUS
20.3,61.27,4,3.0,8610-ZIKJJ
100.75,281.72,2,2.0,3756-VNWDH
74.15,323.56,0,2.0,7801-KICAO
78.55,229.57,8,2.0,7673-LPRNY
45.3,89.63,0,3.0,8229-TNIQA
19.85,0.0,0,3.0,6060-QBMGV
50.7,190.01,3,1.0,7339-POGZN
45.0,90.78,3,2.0,2828-SLQPF
77.8,290.57,5,3.0,4465-VDKIQ
83.45,214.53,,3.0,2921-XWDJH
73.25,250.87,3,3.0,6221-AVQYL
94.8,313.54,4,2.0,2558-BUOZZ
20.1,0.0,0,2.0,9257-AZMTZ
59.9,172.08,3,2.0,0003-MKNFE
90.1,185.65,2,2.0,0975-UYDTX
51.05,136.09,3,1.0,7743-EXURX
70.95,136.18,0,2.0,4682-BLBUC
29.2,105.25,3,2.0,0975-VOOVL
46.6,163.8,5,2.0,5968-VXZLG
85.35,242.64,3,2.0,5569-KGJHX
75.35,135.47,3,2.0,4988-IQIGL
74.3,237.47,2,2.0,5201-FRKKS
69.3,181.76,0,1.0,9799-CAYJJ
75.2,245.46,1,3.0,7730-IUTDZ
20.9,23.8,0,2.0,0426-TIRNE
94.3,323.81,0,2.0,5443-SCMKX
76.45,186.31,4,2.0,8295-KMENE
54.0,239.28,4,2.0,6738-ISCBM
104.25,363.42,6,,9821-BESNZ
19.95,56.9,0,3.0,3678-MNGZX
24.95,84.21,4,3.0,1335-NTIUC
84.75,277.32,2,3.0,2916-BQZLN
19.75,0.0,1,2.0,4558-CGYCZ
113.65,331.56,5,ORPH-70859008,2368-GAKKQ
44.9,160.07,6,2.0,8710-YGLWG
75.25,260.82,,2.0,3199-XGZCY
24.6,78.32,0,,3785-KTYSH
25.0,0.0,0,3.0,6814-ZPWFQ
20.95,0.0,0,3.0,4063-EIKNQ
110.6,373.67,3,2.0,6993-YCOBK
55.5,180.6,4,2.0,5206-HPJKM
43.3,130.63,0,2.0,7587-RZNME
109.5,347.82,4,2.0,0748-RDGGM
19.45,0.0,0,2.0,8393-JMVMB
84.85,235.03,0,2.0,5019-GQVCR
19.6,47.94,3,3.0,6036-TTFYU
53.45,136.75,5,3.0,2550-AEVRU
19.8,67.52,0,3.0,0969-RGKCU
112.1,366.39,2,2.0,0378-CJKPV
84.8,242.51,0,2.0,4706-AXVKM
95.05,197.1,7,2.0,5889-JTMUL
50.35,106.03,0,2.0,UNK-08784d45
74.6,237.05,1,UNK-5731acd2,3746-EUBYR
19.7,42.92,3,4.0,2332-EFBJY
74.2,171.08,4,2.0,2880-FPNAE
69.0,208.86,9,3.0,1703-MGIAB
19.35,0.0,3,3.0,4311-QTTAI
59.45,197.34,7,2.0,9474-PHLYD
19.8,13.66,2,3.0,4318-RAJVY
105.2,335.15,6,3.0,2165-VOEGB
109.2,345.97,4,3.0,3612-YUNGG
79.15,252.07,0,1.0,2254-DLXRI
53.65,166.8,0,2.0,5062-CJJKH
100.2,235.12,7,UNK-993b81b2,9028-LIHRP
45.15,143.29,3,3.0,2219-MVUSO
108.65,308.43,5,2.0,1053-MXTTK
40.65,212.42,2,2.0,1530-ZTDOZ
55.35,170.63,7,4.0,1301-LOPVR
105.6,261.38,7,1.0,0853-TWRVK
93.8,330.69,6,2.0,8914-RBTSB
95.7,293.53,4,2.0,6212-ATMLK
83.2,246.07,0,2.0,8200-LGKSR
90.05,155.36,3,2.0,1568-BEKZM
97.65,296.67,6,3.0,nan
68.05,163.03,4,3.0,6897-RWMUB
96.2,367.78,4,3.0,0963-ZBDRN
79.6,336.73,7,2.0,7594-RQHXR
102.1,253.94,0,2.0,6999-CHVCF
0.0,15.86,0,4.0,6134-KWTBV
71.05,229.72,0,3.0,1077-HUUJM
85.25,323.05,3,2.0,6331-EWIEB
19.45,20.25,0,2.0,0895-LNKRC
0.0,185.48,0,3.0,2045-BMBTJ
92.2,348.02,0,2.0,8417-GSODA
19.85,23.33,1,2.0,5171-EPLKN
43.9,128.46,0,1.0,4452-QIIEB
80.5,288.3,0,3.0,5998-VVEJY
89.8,253.05,4,1.0,1624-NALOJ
90.5,231.5,4,2.0,6741-EGCBI
90.45,281.11,0,1.0,7820-ZYGNY
50.75,157.75,3,,4317-VTEOA
84.6,234.11,3,2.0,9677-AVKED
89.65,312.92,0,2.0,1670-SVOWZ
99.15,314.88,4,2.0,2227-JRSJX
19.95,25.84,,2.0,9847-HNVGP
20.5,32.9,0,3.0,6696-YDAYZ
62.1,191.69,0,2.0,8980-WQFWL
79.5,193.08,0,2.0,1730-ZMAME
19.55,100.66,6,3.0,6506-EYCNH
20.35,16.23,2,2.0,4634-JLRJT
51.7,230.19,10,3.0,9501-UKKNL
23.3,0.0,1,2.0,2560-QTSBS
,220.74,0,3.0,7541-YLXCL
65.1,166.91,1,2.0,4795-WRNVT
81.2,296.4,1,3.0,6080-TCMYC
72.9,238.86,1,2.0,0260-ZDLGK
74.5,194.98,4,3.0,7860-UXCRM
0.0,342.95,5,2.0,6357-JJPQT
60.3,192.81,0,3.0,2292-XQWSV
75.0,277.41,1,ORPH-6f0b8641,9552-TGUZV
90.15,184.48,0,3.0,5913-INRQV
40.0,144.61,2,4.0,8722-NGNBH
99.45,224.82,3,2.0,6210-KBBPI
69.05,115.82,6,2.0,9643-YBLUR
59.7,174.27,7,2.0,8734-FNWVH
19.85,0.06,0,3.0,9447-YPTBX
86.25,223.83,0,2.0,0133-BMFZO
45.65,75.9,0,2.0,6128-CZOMY
70.1,277.84,0,2.0,9540-JYROE
40.75,205.36,3,2.0,9026-LHEVG
70.2,231.53,0,2.0,2260-USTRB
55.35,138.08,6,2.0,3656-TKRVZ
95.7,401.84,6,3.0,7011-CVEUC
46.3,64.28,0,2.0,6185-TASNN
81.3,188.83,8,2.0,7925-PNRGI
84.2,178.35,3,2.0,8623-TMRBY
20.0,67.91,1,2.0,1552-CZCLL
66.15,164.5,2,2.0,3038-PQIUY
45.85,79.0,3,3.0,1501-SGHBW
19.6,10.53,3,2.0,9313-CDOGY
49.8,,3,3.0,8148-BPLZQ
101.75,359.23,0,2.0,2623-DRYAM
55.15,196.73,4,3.0,9987-LUTYD
75.25,228.83,2,3.0,3208-YPIOE
103.95,354.49,1,2.0,4488-KQFDT
100.15,384.87,6,2.0,2612-RANWT
99.65,319.41,5,2.0,5693-PIPCS
73.7,257.5,6,2.0,0491-KAPQG
50.05,187.92,0,3.0,1925-LFCZZ
60.25,196.44,6,3.0,8039-EQPIM
105.75,304.07,2,2.0,6900-PXRMS
87.3,223.39,9,2.0,8707-RMEZH
48.35,224.62,1,2.0,3346-BRMIS
54.25,88.45,,2.0,3209-ZPKFI
85.3,251.35,7,3.0,6479-VDGRK
50.0,137.59,0,3.0,9373-WSLOY
24.4,143.25,7,2.0,2933-FILNV
,259.72,6,2.0,3569-JFODW
72.25,222.0,0,ORPH-dbdebad4,9819-FBNSV
,234.29,0,2.0,9544-PYPSJ
19.85,0.0,0,3.0,1591-XWLGB
55.3,128.97,7,3.0,0396-UKGAI
20.1,12.42,0,3.0,3243-ZHOHY
69.5,178.24,5,2.0,5186-EJEGL
25.15,88.75,0,2.0,7527-QNRUS
20.95,29.02,0,4.0,9986-BONCE
49.55,113.81,0,2.0,2722-JMONI
79.65,260.03,3,2.0,2203-GHNWN
71.25,240.53,2,2.0,3878-AVSOQ
113.8,285.25,2,2.0,3258-SYSWS
24.55,0.0,0,UNK-9595ef28,5296-PSYVW
0.0,6.38,1,2.0,UNK-9c3c232b
20.25,0.0,3,2.0,4083-EUGRJ
50.15,49.7,5,2.0,7579-OOPEC
100.5,,5,ORPH-15d5e05e,0512-FLFDW
95.9,187.71,0,1.0,1771-OADNZ
74.45,213.42,7,3.0,0487-CRLZF
104.1,264.89,1,2.0,2107-FBPTK
19.05,65.18,1,3.0,9451-WLYRI
25.0,,0,2.0,8219-VYBVI
19.05,6.81,0,2.0,1991-VOPLL
81.9,210.32,6,3.0,9738-QLWTP
69.7,155.55,0,2.0,1016-DJTSV
90.15,303.74,3,1.0,9419-IPPBE
25.35,57.61,3,3.0,0174-QRVVY
24.65,18.31,0,3.0,5699-BNCAS
19.55,2.27,0,2.0,2900-PHPLN
25.25,78.96,5,3.0,0612-RTZZA
60.0,190.11,,4.0,8106-GWQOK
89.9,310.19,0,2.0,8751-EDEKA
19.4,0.0,0,3.0,6878-GGDWG
49.8,108.98,5,2.0,4039-PIMHX
24.1,115.62,1,3.0,8450-LUGUK
54.25,95.44,0,1.0,3604-WLABM
109.9,353.68,3,2.0,0795-GMVQO
35.5,153.87,0,3.0,2259-OUUSZ
87.55,360.23,,-,1142-IHLOO
45.15,93.57,3,2.0,nan
88.4,400.46,,1.0,4633-MKHYU
50.8,150.41,5,3.0,6257-RJOHI
99.0,303.21,3,2.0,1545-JFUML
84.4,316.75,0,1.0,3194-ORPIK
96.55,213.68,0,2.0,7826-VVKWT
59.75,190.06,0,2.0,1353-GHZOS
111.5,282.33,3,2.0,2587-EKXTS
24.25,42.8,0,4.0,5442-BXVND
75.1,294.7,3,2.0,8816-VXNZD
70.15,199.08,,2.0,9378-FXTIZ
101.75,266.21,5,3.0,1723-HKXJQ
45.8,149.11,3,3.0,7825-GKXMW
20.5,2.88,0,3.0,9753-OYLBX
70.4,131.24,7,2.0,2364-UFROM
30.55,167.03,6,3.0,6656-JWRQX
84.9,257.33,4,2.0,6473-ULUHT
20.1,6.62,0,1.0,1240-KNSEZ
40.65,92.22,3,2.0,0836-SEYLU
101.0,289.28,3,2.0,4433-JCGCG
69.1,289.79,8,2.0,3716-BDVDB
54.5,84.55,6,3.0,7688-AWMDX
75.35,263.08,0,3.0,2842-BCQGE
44.45,138.57,2,3.0,7244-QWYHG
75.0,271.47,0,2.0,5899-MQZZL
100.0,348.67,0,2.0,6849-OYAMU
98.05,364.81,6,2.0,5312-UXESG
71.15,198.79,4,3.0,9488-HGMJH
54.15,245.41,0,1.0,6038-GCYEC
63.9,103.57,0,1.0,2150-WLKUW
69.15,206.2,6,2.0,7159-FVYPK
64.65,217.63,4,2.0,7032-LMBHI
108.75,356.66,0,2.0,1150-WFARN
98.85,371.15,7,3.0,6088-BXMRG
49.15,104.91,7,2.0,3144-AUDBS
89.6,292.46,2,1.0,4821-SJHJV
83.25,236.38,0,2.0,7346-MEDWM
70.25,172.76,4,ORPH-bf96f31a,1137-DGOWI
19.4,17.03,0,2.0,5616-PRTNT
24.5,44.35,1,ORPH-97878478,3812-LRZIR
79.15,199.6,8,2.0,4818-QIUFN
20.1,0.0,8,2.0,9483-GCPWE
73.0,173.47,7,unknown,4227-OJHAL
61.4,194.09,7,2.0,9220-CXRSC
84.3,263.1,10,3.0,4993-JCRGJ
19.9,0.0,0,3.0,9537-JALFH
20.4,29.1,0,3.0,6698-OXETB
50.75,57.61,3,2.0,2103-ZRXFN
20.45,20.56,0,2.0,3724-BSCVH
75.75,132.74,2,3.0,4877-TSOFF
65.4,133.01,0,4.0,9209-NWPGU
80.4,235.86,0,2.0,6961-VCPMC
59.75,126.8,0,3.0,7306-YDSOI
78.5,208.81,0,2.0,5288-AHOUP
102.0,355.01,4,ORPH-a98cd776,6688-UZPWD
48.95,115.67,5,3.0,0655-YDGFJ
99.65,400.86,3,1.0,8468-EHYJA
18.25,0.0,0,3.0,6823-SIDFQ
54.55,91.41,8,,1097-FSPVW
20.65,36.27,,3.0,2839-RFSQE
40.65,184.81,4,3.0,8328-SKJNO
20.45,0.0,3,3.0,7010-ZMVBF
24.8,88.82,2,3.0,5201-CBWYG
70.8,279.87,3,3.0,0968-GSIKN
89.05,258.24,0,2.0,1965-DDBWU
96.6,356.65,3,1.0,9057-SIHCH
88.8,179.67,7,2.0,6352-GIGGQ
20.05,0.0,0,3.0,3635-QQRQD
104.5,368.13,3,2.0,6771-XWBDM
,224.08,3,3.0,2897-DOVND
77.15,192.65,6,2.0,3082-YVEKW
35.05,104.11,5,UNK-bbcd9d60,0191-EQUUH
108.1,235.9,0,,7134-HBPBS
84.05,258.52,5,3.0,3489-HHPFY
20.2,8.35,4,3.0,2926-JEJJC
50.6,135.48,6,2.0,8601-QACRS
49.2,224.45,2,3.0,4950-BDEUX
24.6,15.18,0,3.0,UNK-62304798
71.65,258.5,3,ORPH-ded29f27,0508-OOLTO
104.9,281.03,4,2.0,2984-TBYKU
106.5,313.13,4,2.0,9822-WMWVG
49.35,117.52,5,3.0,2391-SOORI
75.5,288.76,2,2.0,9040-KZVWO
94.25,298.81,4,1.0,2645-QTLMB
68.95,297.44,5,2.0,4806-HIPDW
0.0,172.61,5,ORPH-a6842840,1548-ARAGG
78.9,163.66,3,3.0,6339-RZCBJ
93.85,300.05,8,1.0,4424-TKOPW
79.2,186.4,8,2.0,4415-WNGVR
109.45,372.84,2,1.0,2522-AHJXR
59.2,161.69,6,3.0,UNK-b023a69c
29.15,85.39,0,2.0,1816-FLZDK
20.05,11.32,0,2.0,7096-UCLNH
76.05,297.75,0,2.0,8443-ZRDBZ
24.45,121.59,0,3.0,9136-ALYBR
66.5,177.84,0,3.0,4615-PIVVU
49.55,106.11,3,2.0,8885-QSQBX
89.35,295.38,4,2.0,7479-NITWS
73.6,295.47,8,1.0,8617-ENBDS
82.65,220.64,2,2.0,9385-NXKDA
49.0,83.33,0,2.0,0430-IHCDJ
80.35,250.62,4,UNK-62dcaa60,2959-MJHIC
25.2,0.0,3,3.0,6674-KVJHG
25.45,14.51,0,2.0,1814-DKOLC
55.8,69.07,1,3.0,4201-JMNGR
110.9,368.45,7,3.0,9351-HXDMR
,280.06,5,2.0,3537-HPKQT
26.2,0.0,0,2.0,2129-ALKBS
19.9,9.59,0,3.0,5821-MMEIL
79.05,342.11,0,2.0,5960-WPXQM
95.0,333.02,3,1.0,0684-AOSIH
25.2,127.91,4,3.0,8260-NGFNY
80.85,,0,2.0,1309-XGFSN
98.4,288.92,0,3.0,1866-RZZQS
56.35,146.19,1,2.0,6968-URWQU
19.3,43.64,5,3.0,4742-TXUEX
50.4,179.39,3,2.0,9631-XEYKE
79.4,,7,1.0,8631-NBHFZ
55.25,101.49,2,3.0,1335-MXCSE
19.1,0.0,0,2.0,8873-TMKGR
84.05,316.15,3,2.0,8800-JOOCF
105.2,405.25,8,2.0,1469-LBJQJ
101.4,268.83,5,2.0,4958-XCBDQ
89.8,244.75,5,1.0,8337-UPOAQ
75.75,252.36,2,2.0,0064-YIJGF
95.3,285.05,8,3.0,2386-OWURY
109.75,336.34,7,2.0,1725-IQNIY
19.85,0.0,0,3.0,0310-VQXAM
19.3,86.46,0,2.0,6598-RFFVI
69.1,274.61,2,2.0,3453-RTHJQ
91.25,231.05,0,3.0,6712-OAWRH
,39.57,0,2.0,6278-FEPBZ
54.75,126.32,7,2.0,4280-DLSHD
81.45,279.1,3,2.0,1508-DFXCU
49.1,135.62,0,2.0,8614-VGMMV
,219.48,2,2.0,7868-BGSZA
100.3,330.82,4,2.0,2800-QQUSO
65.25,85.25,0,3.0,2930-UOTMB
90.95,272.26,2,2.0,7973-DZRKH
85.45,191.69,0,2.0,5914-DVBWJ
20.0,66.13,1,3.0,7698-YFGEZ
94.1,317.87,9,2.0,2533-QVMSK
79.85,241.72,3,2.0,9773-PEQBZ
71.65,213.26,3,2.0,8644-XLFBW
73.55,202.66,0,2.0,0650-BWOZN
104.65,373.72,2,3.0,8625-AZYZY
19.3,0.0,2,3.0,7785-RDVIG
20.15,0.0,7,4.0,9602-WCXPI
,145.24,1,2.0,2903-YYTBW
54.45,69.06,7,UNK-6eebbdd7,3620-MWJNE
19.65,0.0,1,4.0,8573-JGCZW
105.0,342.41,3,2.0,6837-HAEVO
88.7,231.92,6,2.0,6701-YVNQG
74.25,223.98,0,2.0,9306-CPCBC
75.15,47.94,0,2.0,4304-XUMGI
20.25,20.33,2,3.0,9504-YAZWB
109.1,373.75,6,2.0,8819-ZBYNA
30.75,168.94,4,2.0,6174-NRBTZ
112.9,282.14,0,3.0,9481-IEBZY
74.2,167.25,0,2.0,1833-VGRUM
94.05,298.14,6,2.0,6137-NICCO
78.85,225.47,0,2.0,9065-ZCPQX
55.3,141.08,0,3.0,6402-EJMWF
19.35,30.11,1,2.0,3620-EHIMZ
25.35,16.34,6,3.0,3213-VVOLG
20.45,82.88,2,ORPH-bab7df98,6870-ECSHE
19.35,19.77,0,3.0,8747-UDCOI
,235.31,0,2.0,8374-XGEJJ
100.2,,0,2.0,2656-TABEH
89.05,191.09,0,2.0,6946-LMSQS
78.65,193.55,6,2.0,4626-OZDTJ
74.75,278.29,3,2.0,9169-BSVIN
70.1,203.76,9,2.0,2325-ZUSFD
19.9,23.58,4,3.0,8194-PEEBY
58.35,,0,3.0,6872-HXFNF
105.65,380.89,7,3.0,3932-CMDTD
100.5,348.26,5,2.0,7714-YXSMB
20.05,76.37,1,2.0,8387-UGUSU
25.65,25.31,5,3.0,1080-BWSYE
96.5,287.01,1,1.0,4039-HEUNW
95.0,376.5,2,2.0,1194-HVAIF
70.85,212.23,0,2.0,0812-WUPTB
85.95,176.03,4,1.0,3594-UVONA
73.9,230.19,0,1.0,0004-TLHLJ
45.45,88.09,0,2.0,1767-TGTKO
20.0,76.54,0,3.0,8439-LTUGF
49.2,73.18,6,1.0,8805-JNRAZ
109.45,360.0,3,2.0,5089-IFSDP
83.25,259.38,4,2.0,6418-HNFED
19.25,,0,3.0,0206-OYVOC
19.65,43.22,2,2.0,7291-CDTMJ
72.8,303.76,0,3.0,7128-GGCNO
109.65,344.63,3,3.0,0237-YFUTL
65.0,144.16,8,2.0,7691-KGKGP
114.1,305.64,8,2.0,6710-HSJRD
20.65,0.0,1,3.0,3675-EQOZA
86.95,176.45,1,3.0,0840-DCNZE
94.75,284.62,0,1.0,1732-FEKLD
25.35,154.5,3,3.0,9862-KJTYK
105.45,354.45,7,2.0,0479-HMSWA
25.4,0.0,3,4.0,5854-KSRBJ
102.55,348.55,2,3.0,0365-BZUWY
100.2,294.56,5,1.0,4817-VYYWS
24.0,63.71,0,2.0,5701-SVCWR
25.6,37.02,1,3.0,3129-AAQOU
73.5,157.75,1,2.0,4922-CVPDX
74.05,199.3,6,2.0,1396-QWFBJ
98.25,300.41,0,2.0,1357-BIJKI
54.4,253.66,9,3.0,1099-BTKWT
101.55,363.85,0,1.0,5299-SJCZT
103.1,368.69,4,1.0,2018-PZKMU
34.2,101.14,4,4.0,7340-KEFQE
43.75,143.63,0,3.0,4570-QHXHL
111.95,279.23,0,3.0,2403-BCASL
100.65,324.0,3,2.0,7392-YYPYJ
55.95,152.41,1,2.0,2898-LSJGD
116.05,347.73,6,2.0,2223-GDSHL
45.75,93.08,3,3.0,7359-PTSXY
82.0,249.23,0,2.0,9470-RTWDV
65.15,130.02,7,2.0,2176-OSJUV
44.8,89.97,0,ORPH-4dd7fc5c,9348-YVOMK
79.8,287.93,1,2.0,8104-OSKWT
88.85,334.81,0,2.0,4521-YEEHE
74.95,325.83,3,2.0,4090-KPJIP
106.85,296.71,4,2.0,3786-WOVKF
74.95,219.04,0,2.0,4503-BDXBD
,322.51,2,2.0,6086-ESGRL
19.3,69.31,1,3.0,2592-HODOV
109.25,327.47,0,2.0,3886-CERTZ
56.1,151.49,3,1.0,7995-ZHHNZ
19.7,0.0,0,2.0,3824-RHKVR
51.3,116.44,,3.0,5816-SCGFC
118.6,277.46,1,2.0,5989-AXPUC
24.15,77.11,0,3.0,4979-HPRFL
20.3,88.32,2,2.0,8590-OHDIW
115.5,366.44,4,1.0,8015-IHCGW
25.05,0.0,3,3.0,2332-TODQS
109.1,294.18,2,1.0,9278-VZKCD
19.65,23.53,0,2.0,8008-OTEZX
111.3,349.7,9,1.0,2773-OVBPK
29.9,133.41,2,2.0,5999-LCXAO
80.6,179.78,2,2.0,5206-XZZQI
20.8,14.08,3,3.0,4803-LBYPN
35.2,183.25,2,2.0,5759-RCVCB
78.8,314.64,5,2.0,6372-RFVNS
89.95,307.95,6,2.0,2139-FQHLM
116.05,298.76,0,3.0,8261-GWDBQ
19.55,7.79,2,2.0,1093-YSWCA
106.4,315.04,3,2.0,8938-UMKPI
49.4,115.8,2,2.0,0991-BRRFB
115.25,345.68,5,ORPH-38df014e,3882-IYOIJ
24.8,0.0,0,2.0,8749-TZYEC
,77.03,1,2.0,1755-FZQEC
81.25,290.35,2,2.0,3115-JPJDD
69.95,282.17,0,2.0,5600-KTXFM
69.1,138.61,2,2.0,3871-IKPYH
90.2,,6,2.0,6319-IEJWJ
93.55,339.99,0,1.0,9025-AOMKI
86.4,220.44,3,4.0,6339-TBELP
66.3,99.29,0,2.0,7964-YESJC
94.65,190.13,9,2.0,6173-GOLSU
80.85,350.14,,2.0,5275-SQEIZ
82.05,239.08,4,3.0,7716-YTYHG
72.1,159.92,6,4.0,9938-ZREHM
34.7,96.82,4,2.0,7950-XWOVN
20.55,13.98,1,3.0,4390-KYULV
95.95,309.09,4,2.0,4647-MUZON
44.8,85.97,0,3.0,9702-AIUJO
109.4,325.48,8,2.0,8849-PRIQJ
71.05,142.75,4,3.0,8851-RAGOV
78.55,210.34,4,2.0,1304-NECVQ
19.7,56.02,6,3.0,5396-IZEPB
40.25,157.66,1,2.0,1729-VLAZJ
19.85,0.0,2,3.0,8285-ABVLB
68.25,191.77,1,3.0,0701-TJSEF
20.15,10.56,5,3.0,5712-VBOXD
50.95,194.45,4,3.0,6629-LADHQ
78.65,310.22,6,2.0,8945-GRKHX
25.15,135.35,1,3.0,1559-DTODC
20.25,28.67,2,2.0,4797-MIWUM
42.9,160.36,0,2.0,6959-UWKHF
44.0,84.19,2,3.0,8720-RQSBJ
20.25,100.3,0,3.0,4537-CIBHB
34.25,171.96,3,4.0,3815-SLMEF
58.5,243.07,6,2.0,5154-VEKBL
55.8,54.55,9,2.0,4324-AHJKS
88.9,357.74,0,1.0,4355-CVPVS
57.65,141.81,6,2.0,4495-LHSSK
96.2,282.82,0,2.0,5655-JSMZM
79.15,203.71,5,2.0,5915-ANOEI
108.05,373.12,4,3.0,9861-PDSZP
74.4,188.1,2,3.0,4505-EXZHB
94.8,284.54,0,1.0,7225-CBZPL
45.9,198.84,4,3.0,6704-UTUKK
105.3,373.64,4,2.0,4587-VVTOX
102.6,354.29,2,3.0,2019-HDCZY
73.85,276.54,5,2.0,4652-NNHNY
61.35,199.72,0,3.0,8788-DOXSU
57.55,202.7,7,2.0,UNK-6b05f7e1
29.25,180.25,6,1.0,7421-ZLUPA
84.55,217.94,7,1.0,8972-HJWNV
19.6,36.29,1,2.0,3274-NSDWE
111.75,329.96,6,2.0,2632-IVXVF
106.5,253.0,3,1.0,3692-JHONH
107.7,370.77,2,2.0,8915-NNTRC
19.3,25.22,0,3.0,5914-GXMDA
20.05,0.0,0,3.0,7463-IFMQU
69.95,285.6,2,2.0,2920-RNCEZ
63.7,129.55,4,2.0,2541-YGPKE
24.75,0.0,0,2.0,8515-OCTJS
50.9,127.75,4,3.0,5382-TEMLV
60.4,194.72,0,unknown,3441-CGZJH
79.25,247.38,0,1.0,9592-ERDKV
85.8,234.93,0,2.0,2860-RANUS
24.45,196.87,0,2.0,5261-QSHQM
110.1,353.99,9,2.0,4778-IZARL
90.7,332.95,3,2.0,0432-CAJZV
25.3,0.0,0,3.0,7008-LZVOZ
105.7,370.36,8,2.0,8868-WOZGU
85.2,198.83,3,2.0,1200-TUZHR
24.35,0.0,3,4.0,9365-CSLBQ
24.25,86.17,3,3.0,1334-FJSVR
25.1,0.0,4,2.0,5884-FBCTL
54.55,111.05,3,2.0,7130-CTCUS
96.6,275.86,4,2.0,6242-FEGFD
76.5,237.76,0,2.0,7625-XCQRH
81.15,158.68,2,2.0,6194-HBGQN
38.5,154.0,2,2.0,7634-WSWDB
92.9,356.44,0,1.0,6986-IXNDM
93.5,326.79,2,2.0,1731-TVIUK
0.0,238.83,4,2.0,2987-BJXIK
66.0,158.47,5,2.0,nan
101.5,291.27,0,1.0,0406-BPDVR
74.9,276.15,9,ORPH-238db347,0618-XWMSS
20.75,0.0,0,2.0,1395-WSWXR
61.45,159.9,8,2.0,6023-GSSXW
54.5,209.65,3,UNK-922974e8,6752-APNJL
69.6,196.14,4,2.0,5276-KQWHG
99.75,269.82,8,ORPH-353b5c01,0420-HLGXF
109.75,385.38,2,2.0,7446-KQISO
80.85,194.42,9,3.0,9823-EALYC
20.3,16.37,0,3.0,0582-AVCLN
67.8,160.06,0,2.0,5803-NQJZO
24.05,,2,2.0,2565-JSLRY
19.8,17.56,1,3.0,2607-DHDAK
25.7,0.0,2,2.0,1073-XXCZD
56.15,158.66,2,3.0,0743-HRVFF
86.7,214.07,0,2.0,4006-HKYHO
20.4,0.0,1,3.0,3727-JEZTU
19.65,70.56,0,—,8143-ETQTI
50.55,147.62,3,3.0,6689-KXGBO
54.35,141.67,2,3.0,9667-TKTVZ
108.1,248.68,3,2.0,3657-COGMW
54.45,174.85,0,3.0,8570-KLJYJ
45.35,138.06,0,2.0,7754-IXRMC
59.0,136.55,2,2.0,9473-CBZOP
69.45,187.13,6,2.0,2969-WGHQO
100.55,357.24,3,1.0,6615-NGGZJ
64.95,209.21,6,2.0,4334-HOWRP
20.5,18.51,0,3.0,4255-DDUOU
18.85,47.91,0,3.0,5863-OOKCL
19.8,89.75,3,3.0,UNK-3aa6908e
25.05,89.37,6,ORPH-d89b3bec,1329-VHWNP
74.8,208.39,0,2.0,2984-MIIZL
114.3,363.42,4,2.0,0266-GMEAO
24.45,168.69,0,4.0,5590-YRFJT
109.2,282.72,7,ORPH-d20ccfe5,5574-NXZIU
45.05,179.21,7,3.0,0019-GFNTW
51.0,165.31,6,3.0,4256-ZWTZI
110.45,363.52,8,3.0,8309-PPCED
84.65,199.42,0,2.0,4098-NAUKP
60.05,126.14,6,3.0,5196-WPYOW
44.65,98.32,6,2.0,4608-LCIMN
93.25,310.97,9,3.0,1485-YDHMM
20.25,58.95,0,3.0,4054-CUMIA
25.45,83.15,4,2.0,0603-TPMIB
20.6,3.0,2,,2525-GVKQU
94.1,317.14,0,1.0,8161-QYMTT
34.8,153.57,1,2.0,9581-GVBXT
60.75,146.47,4,2.0,5862-BRIXZ
51.35,139.91,2,2.0,5404-GGUKR
64.05,152.08,0,3.0,3308-JSGML
84.8,244.44,7,2.0,2126-GSEGL
71.0,268.87,3,3.0,3677-TNKIO
50.15,152.66,3,2.0,0440-QEXBZ
94.6,244.22,4,UNK-2dab102e,2434-EEVDB
59.75,232.51,8,3.0,6762-QVYJO
100.25,335.2,8,2.0,6199-IWKGC
98.9,232.16,0,1.0,2675-DHUTR
97.7,380.49,6,2.0,8152-VETUR
