tenure,MonthlyCharges,TotalCharges,AverageDataUsage,LatePaymentCount,AppLoginFrequency,CustomerSatisfactionScore,customerID
53.0,20.25,1048.45,20.32723060433844,0.0,2.0,3.0,9504-YAZWB
58.0,109.1,6393.65,373.7519891087168,0.0,6.0,2.0,8819-ZBYNA
46.0,30.75,1489.3,168.94314330926724,0.0,4.0,2.0,6174-NRBTZ
72.0,112.9,8061.5,282.1445405839867,0.0,0.0,3.0,9481-IEBZY
1.0,74.2,74.2,167.24994374352124,0.0,0.0,2.0,1833-VGRUM
6.0,94.05,518.75,298.1417175269476,1.0,6.0,2.0,6137-NICCO
72.0,78.85,5763.15,225.4710646879708,1.0,0.0,2.0,9065-ZCPQX
4.0,55.3,238.5,141.0807574985392,1.0,0.0,3.0,6402-EJMWF
52.0,19.35,1031.7,30.10968593928789,2.0,1.0,2.0,3620-EHIMZ
0.0,25.35, ,16.336989906490437,0.0,6.0,3.0,3213-VVOLG
2.0,20.45,34.8,82.87696028240998,0.0,2.0,ORPH-bab7df98,6870-ECSHE
65.0,19.35,1319.95,19.77050975081016,0.0,0.0,3.0,8747-UDCOI
43.0,,4388.4,235.30564824992152,0.0,0.0,2.0,8374-XGEJJ
4.0,100.2,420.2,,1.0,0.0,2.0,2656-TABEH
25.0,89.05,2177.45,191.0895367500345,0.0,0.0,2.0,6946-LMSQS
51.0,78.65,3950.85,193.54804561777627,0.0,6.0,2.0,4626-OZDTJ
12.0,74.75,827.05,278.2860709723951,0.0,3.0,2.0,9169-BSVIN
57.0,70.1,3913.3,203.76341660289208,0.0,9.0,2.0,2325-ZUSFD
24.0,19.9,533.5,23.576962001224327,0.0,4.0,3.0,8194-PEEBY
64.0,58.35,3756.45,,0.0,0.0,3.0,6872-HXFNF
4.0,105.65,443.9,380.8885153828944,0.0,7.0,3.0,3932-CMDTD
26.0,100.5,2599.95,348.2593301916487,0.0,5.0,2.0,7714-YXSMB
15.0,20.05,284.3,76.37272579222069,2.0,1.0,2.0,8387-UGUSU
64.0,25.65,1740.8,25.310634765800494,0.0,5.0,3.0,1080-BWSYE
36.0,96.5,3436.1,287.0141380376797,0.0,1.0,1.0,4039-HEUNW
27.0,95.0,2462.55,376.49990908198487,1.0,2.0,2.0,1194-HVAIF
1.0,70.85,70.85,212.2311027053941,0.0,0.0,2.0,0812-WUPTB
35.0,85.95,3110.1,176.03358873523334,-3.076393101496972,4.0,1.0,3594-UVONA
4.0,73.9,280.85,230.1864258815949,0.0,0.0,1.0,0004-TLHLJ
8.0,45.45,411.75,88.0933543565816,0.0,0.0,2.0,1767-TGTKO
10.0,20.0,198.6,76.53767950795051,0.0,0.0,3.0,8439-LTUGF
2.0,49.2,103.7,73.18075912380827,1.0,6.0,1.0,8805-JNRAZ
58.0,109.45,6144.55,359.99958947214327,2.0,3.0,2.0,5089-IFSDP
51.0,83.25,4089.45,259.38317276646296,0.0,4.0,2.0,6418-HNFED
46.0,19.25,864.2,870.1535143799157,1.0,0.0,3.0,0206-OYVOC
1.0,19.65,19.65,43.2199032318356,0.0,2.0,2.0,7291-CDTMJ
46.0,72.8,3249.4,303.76054497612193,0.0,0.0,3.0,7128-GGCNO
50.0,109.65, 5405.8  ,344.6262764874633,0.0,3.0,3.0,0237-YFUTL
53.0,65.0,3363.8,144.15571014044096,0.0,8.0,2.0,7691-KGKGP
61.0,114.1,7132.15,305.6437450418213,0.0,8.0,2.0,6710-HSJRD
5.0,20.65,93.55,0.0,0.0,1.0,3.0,3675-EQOZA
47.0,86.95,4138.9,176.44895066282956,0.0,1.0,3.0,0840-DCNZE
54.0,94.75,5121.75,284.61624180419705,0.0,0.0,1.0, 1732-FEKLD  
19.0,25.35,566.1,154.49537903718888,1.0,3.0,3.0,9862-KJTYK
26.0,105.45,2715.3,354.44817473894005,1.0,7.0,2.0,0479-HMSWA
70.0,25.4,1782.05,0.0,0.0,3.0,4.0,5854-KSRBJ
17.0,102.55,1742.5,348.55285326604405,0.0,2.0,3.0,0365-BZUWY
30.0,100.2,2983.8,294.5609929378471,0.0,5.0,1.0,4817-VYYWS
1.0,24.0,24,63.70586326303025,2.0,0.0,2.0,5701-SVCWR
19.0,25.6,485.9,37.016755759895645,0.0,1.0,3.0,3129-AAQOU
26.0,73.5,1905.7,157.75105595876337,1.0,1.0,2.0,4922-CVPDX
21.0,74.05,1565.7,199.2989204989973,0.0,6.0,2.0,1396-QWFBJ
50.0,98.25,4858.7,300.40705259477147,0.0,0.0,2.0,1357-BIJKI
68.0,54.4, 3723.65  ,253.65539395411244,0.0,9.0,3.0,1099-BTKWT
3.0,101.55,298.35,363.8534442638765,1.0,0.0,1.0,5299-SJCZT
9.0,103.1,970.45,368.68708612462217,0.0,4.0,1.0,2018-PZKMU
51.0,34.2,1782,101.14217390024892,0.0,4.0,4.0,7340-KEFQE
9.0,43.75,405.7,143.62672154162,0.0,0.0,3.0,4570-QHXHL
41.0,111.95,4534.9,279.2272510433669,0.0,0.0,3.0,2403-BCASL
22.0,100.65,2415.95,324.0036260522481,0.0,3.0,2.0,7392-YYPYJ
21.0,55.95,1157.05,152.41017369206872,2.0,1.0,2.0,2898-LSJGD
71.0,116.05,8297.5,347.73389622740814,1.0,6.0,2.0,2223-GDSHL
1.0,45.75,45.75,93.08022323896064,0.0,3.0,3.0,7359-PTSXY
26.0,82.0,2083.1,249.22695841551595,0.0,0.0,2.0,9470-RTWDV
71.0,65.15,4681.75,130.01740539774977,0.0,7.0,2.0,2176-OSJUV
4.0,44.8,176.2,89.97168026034946,0.0,0.0,ORPH-4dd7fc5c,9348-YVOMK
12.0,79.8,1001.2,287.93206406203814,0.0,1.0,2.0,8104-OSKWT
18.0,88.85,1594.75,334.8063782442934,0.0,0.0,2.0,4521-YEEHE
3.0,74.95,212.4,325.8261606776349,0.0,3.0,2.0,4090-KPJIP
72.0,106.85,7677.4,296.7112534382468,0.0,4.0,2.0,3786-WOVKF
11.0,74.95,815.5,219.03899815785604,0.0,0.0,2.0,4503-BDXBD
1.0,,80.15,322.51271256494834,0.0,2.0,2.0,6086-ESGRL
13.0,19.3,259.65,69.30611225651522,0.0,1.0,3.0,2592-HODOV
72.0,109.25,8109.8,327.4676068223558,0.0,0.0,2.0,3886-CERTZ
42.0,56.1,2386.85,151.49001805532689,0.0,3.0,1.0,7995-ZHHNZ
17.0,19.7,340.35,0.0,0.0,0.0,2.0,3824-RHKVR
7.0,51.3,419.35,116.4381690156304,0.0,,3.0,5816-SCGFC
68.0,118.6,7990.05,277.4636720656732,0.0,1.0,2.0,5989-AXPUC
56.0,24.15,1402.25,77.11271286423585,0.0,0.0,3.0,4979-HPRFL
38.0,20.3,749.35,88.32478603507178,0.0,2.0,2.0,8590-OHDIW
72.0,115.5,8425.15,366.4395459120745,1.0,4.0,1.0,8015-IHCGW
48.0,25.05,1171.5,0.0,0.0,3.0,3.0,2332-TODQS
52.0,109.1,5647.95,294.1814168490004,0.0,2.0,1.0,9278-VZKCD
35.0,19.65,708.8,23.52928962046836,3.0,0.0,2.0,8008-OTEZX
67.0,111.3,7567.2,349.69726487989976,0.0,9.0,1.0,2773-OVBPK
1.0,29.9,29.9,133.40637377515424,1.0,2.0,2.0,5999-LCXAO
,80.6,4348.1,179.78306435011103,0.0,2.0,2.0,5206-XZZQI
34.0,20.8,635.9,14.082923729620806,0.0,3.0,3.0,4803-LBYPN
3.0,35.2,108.95,183.2476168994949,0.0,2.0,2.0,5759-RCVCB
1.0,78.8,78.8,314.6377586448777,0.0,5.0,2.0,6372-RFVNS
19.0,89.95,1682.4,307.95191373484363,0.0,6.0,2.0,2139-FQHLM
60.0,116.05,6925.9,298.75623121065576,0.0,0.0,3.0,8261-GWDBQ
11.0,19.55,223.15,7.790752674552268,0.0,2.0,2.0,1093-YSWCA
47.0,106.4,5127.95,315.0413817247786,1.0,3.0,2.0,8938-UMKPI
18.0,49.4,874.8,115.8045145241872,0.0,2.0,2.0,0991-BRRFB
60.0,115.25,6758.45,345.68029791696506,0.0,5.0,ORPH-38df014e,3882-IYOIJ
72.0,24.8,1874.3,0.0,0.0,0.0,2.0,8749-TZYEC
39.0,unknown,791.15,77.03056887580419,0.0,1.0,2.0,1755-FZQEC
59.0,81.25,4639.45,290.3468505151975,1.0,2.0,2.0,3115-JPJDD
2.0,69.95,143.9,282.16532063057804,0.0,0.0,2.0,5600-KTXFM
1.0,69.1,69.1,138.613965867984,1.0,2.0,2.0,3871-IKPYH
20.0,90.2,1776.55,,0.0,6.0,2.0,6319-IEJWJ
6.0,93.55,536.4,339.9884955823266,0.0,0.0,1.0,9025-AOMKI
71.0,86.4,6172,220.44266455014767,0.0,3.0,4.0,6339-TBELP
24.0,66.3,1559.45,99.29043816189365,0.0,0.0,2.0,7964-YESJC
67.0,94.65,6079,190.1335232849784,,9.0,2.0,6173-GOLSU
1.0,80.85,80.85,350.14230637539146,0.0,—,2.0,5275-SQEIZ
48.0,82.05,4029.95,239.0792233475128,0.0,4.0,3.0,7716-YTYHG
37.0,72.1,2658.4,159.91815478487837,0.0,6.0,4.0,9938-ZREHM
11.0,34.7,383.55,96.82068969231852,2.0,4.0,2.0,7950-XWOVN
3.0,20.55,51.15,13.976425562864527,0.0,1.0,3.0,4390-KYULV
18.0,95.95,1745.5,309.08909165380294,0.0,4.0,2.0,4647-MUZON
50.0,44.8,2230.85,85.97044790497152,0.0,0.0,3.0,9702-AIUJO
179.90789185805545,109.4,7281.6,325.4819876851218,1.0,8.0,2.0,8849-PRIQJ
25.0,71.05,1837.7,142.7547793386507,0.0,4.0,3.0,8851-RAGOV
2.0,78.55,149.55,210.33663526522287,-1.0,4.0,2.0,1304-NECVQ
9.0,19.7,180.7,56.0155219962264,0.0,6.0,3.0,5396-IZEPB
10.0,40.25,411.45,157.66042527588314,0.0,1.0,2.0,1729-VLAZJ
70.0,19.85,1328.35,0.0,0.0,2.0,3.0,8285-ABVLB
9.0,68.25,576.95,191.7711025560268,0.0,1.0,3.0,0701-TJSEF
4.0,20.15,68.45,10.557554670671456,0.0,5.0,3.0,5712-VBOXD
2.0,50.95,123.05,194.45072182055705,0.0,4.0,3.0,6629-LADHQ
1.0,78.65,78.65,310.22100260475275,0.0,6.0,2.0,8945-GRKHX
19.0,25.15,468.35,135.35462255463915,0.0,1.0,3.0,1559-DTODC
7.0,20.25,174.7,28.66574785634713,0.0,2.0,2.0,4797-MIWUM
1.0,42.9,42.9,160.363227375883,1.0,0.0,2.0,6959-UWKHF
1.0,44.0,44,84.19473720938902,0.0,2.0,3.0,8720-RQSBJ
9.0,20.25,172.35,100.29676998334504,1.0,0.0,3.0,4537-CIBHB
3.0,34.25,139.35,171.96363507873616,0.0,3.0,4.0,3815-SLMEF
9.0,58.5,539.85,243.0665173400093,1.0,6.0,2.0,5154-VEKBL
5.0,55.8,300.4,54.54695341617304,1.0,9.0,2.0,4324-AHJKS
56.0,88.9,4968,357.73781600520624,0.0,0.0,1.0,4355-CVPVS
18.0,57.65,992.7,141.81385595123214,1.0,6.0,2.0,4495-LHSSK
49.0,96.2,4718.25,282.8174083067744,0.0,0.0,2.0,5655-JSMZM
70.0,79.15,5536.5,203.70879671240132,1.0,5.0,2.0,5915-ANOEI
72.0,108.05,7806.6,373.12097168976914,0.0,4.0,3.0,9861-PDSZP
6.0,74.4,434.1,188.10323603094523,0.0,2.0,3.0,4505-EXZHB
17.0,94.8,1563.9,284.5422342432872,1.0,0.0,1.0,7225-CBZPL
29.0,45.9,1332.4,198.8403097012013,0.0,4.0,3.0,6704-UTUKK
6.0,105.3,545.2,373.6372609432102,1.0,4.0,2.0,4587-VVTOX
63.0,102.6,6296.75,354.28520204694024,0.0,2.0,3.0,2019-HDCZY
16.0,73.85,1284.2,276.54113208218445,1.0,5.0,2.0,4652-NNHNY
59.0,61.35,3645.5,199.7193925067777,0.0,0.0,3.0,8788-DOXSU
,57.55,161.45,202.7014628396145,1.0,7.0,2.0,UNK-6b05f7e1
8.0,29.25,226.95,180.2521133083846,0.0,6.0,1.0,7421-ZLUPA
7.0,84.55,646.85,217.9364824522135,1.0,7.0,1.0,8972-HJWNV
68.0,19.6,1441.65,36.28961231322265,1.0,1.0,2.0,3274-NSDWE
68.0,111.75,7511.3,329.9579064591754,0.0,6.0,2.0,2632-IVXVF
52.0,106.5,5621.85,253.00400500355272,2.0,3.0,1.0,3692-JHONH
72.0,107.7,7919.8,370.77389734571335,0.0,2.0,2.0,8915-NNTRC
32.0,19.3,593.2,25.222502205264483,1.0,0.0,3.0,5914-GXMDA
72.0,20.05,,0.0,0.0,0.0,3.0,7463-IFMQU
1.0,69.95,69.95,285.5999355285604,0.0,2.0,2.0,2920-RNCEZ
42.0,63.7,2763.35,129.54858837564785,1.0,4.0,2.0,2541-YGPKE
25.0,24.75,692.1,0.0,0.0,0.0,2.0,8515-OCTJS
45.0,50.9,2298.55,127.75496251407594,0.0,4.0,3.0,5382-TEMLV
43.0,60.4,2640.55,194.71778686004984,0.0,0.0,unknown,3441-CGZJH
37.0,79.25,2911.8,247.3845383869057,1.0,0.0,1.0,9592-ERDKV
20.0,85.8,1727.5,234.93459870401577,0.0,0.0,2.0,2860-RANUS
4.0,24.45,86.6,196.8748171907343,1.0,0.0,2.0,5261-QSHQM
63.0,110.1,6705.7,353.99200104871625,0.0,9.0,2.0,4778-IZARL
3.0,90.7,237.65,332.9501837273221,0.0,3.0,2.0,0432-CAJZV
66.0,25.3,1672.35,0.0,1.0,0.0,3.0,7008-LZVOZ
28.0,105.7,2979.5,370.3615906392772,0.0,8.0,2.0,8868-WOZGU
8.0,85.2,695.75,198.834987590283,0.0,3.0,2.0,1200-TUZHR
71.0,24.35,1654.6,0.0,0.0,3.0,4.0,9365-CSLBQ
1.0,24.25,24.25,86.17301421852093,0.0,3.0,3.0,1334-FJSVR
72.0,25.1,1857.85,0.0,1.0,4.0,2.0,5884-FBCTL
16.0,54.55,825.1,111.05482345099892,0.0,3.0,2.0,7130-CTCUS
66.0,96.6,6424.25,275.8596452492914,0.0,4.0,2.0,6242-FEGFD
11.0,76.5,837.95,237.760426683396,0.0,0.0,2.0,7625-XCQRH
51.0,81.15,4126.2,158.68295635493536,0.0,2.0,2.0,6194-HBGQN
8.0,38.5,330.8,154.00167820356037,0.0,2.0,2.0,7634-WSWDB
14.0,92.9,1337.45,356.4430543899691,0.0,0.0,1.0,6986-IXNDM
4.0,93.5,362.2,326.7914471382395,0.0,2.0,2.0,1731-TVIUK
70.0,-84.7,,238.82968377202468,0.0,4.0,2.0,2987-BJXIK
70.0,66.0,4891.5,158.47334745193882,0.0,5.0,2.0,
54.0,101.5,5373.1,291.2699142610187,0.0,0.0,1.0,0406-BPDVR
28.0,74.9,2068.55,276.1529635958904,1.0,9.0,ORPH-238db347,0618-XWMSS
24.0,20.75,487.05,0.0,0.0,0.0,2.0,1395-WSWXR
69.0,61.45,4131.2,159.89950404859957,0.0,8.0,2.0,6023-GSSXW
42.0,54.5,2301.15,209.6500995398962,1.0,3.0,UNK-922974e8,6752-APNJL
2.0,69.6,131.65,196.13935482976183,0.0,4.0,2.0,5276-KQWHG
39.0,99.75,4036,269.82024760020283,0.0,8.0,ORPH-353b5c01,0420-HLGXF
45.0,109.75,4900.65,385.380832590686,0.0,2.0,2.0,7446-KQISO
72.0,80.85,5727.45,194.4153577579848,0.0,9.0,3.0,9823-EALYC
38.0,20.3,743.05,16.36512775983897,1.0,0.0,3.0,0582-AVCLN
72.0,67.8,4804.65,160.05737187004212,1.0,0.0,2.0,5803-NQJZO
1.0,24.05,24.05,,1.0,2.0,2.0,2565-JSLRY
72.0,19.8,1414.65,17.558077761125283,0.0,1.0,3.0,2607-DHDAK
55.0,25.7,1443.65,0.0,1.0,2.0,2.0,1073-XXCZD
51.0,56.15,2898.95,158.66295057616796,0.0,2.0,3.0,0743-HRVFF
63.0,86.7,5309.5,214.07209726371772,0.0,0.0,2.0,4006-HKYHO
1.0,20.4,20.4,0.0,0.0,1.0,3.0,3727-JEZTU
23.0,19.65,451.55,70.56255111212228,1.0,0.0,—,8143-ETQTI
1.0,50.55,50.55,147.62379242380243,0.0,3.0,3.0,6689-KXGBO
2.0,54.35,117.05,141.67499185389892,1.0,2.0,3.0,9667-TKTVZ
52.0,108.1,5839.3,248.6829414893869,0.0,3.0,2.0,3657-COGMW
36.0,54.45,1893.5,174.84553437911944,0.0,0.0,3.0,8570-KLJYJ
1.0,45.35,45.35,138.0593143631349,1.0,0.0,2.0,7754-IXRMC
28.0,59.0,1654.45,136.54629339857476,1.0,2.0,2.0,9473-CBZOP
7.0,69.45,477.05,187.12625142308303,0.0,6.0,2.0,2969-WGHQO
14.0,100.55,1415.55,357.23851023792275,0.0,3.0,1.0,6615-NGGZJ
72.0,64.95,4546,209.2107677705928,0.0,6.0,2.0,4334-HOWRP
1.0,20.5,20.5,18.507153971791556,1.0,0.0,3.0,4255-DDUOU
10.0,18.85,163.2,47.90650536824111,0.0,0.0,3.0,5863-OOKCL
42.0,19.8,849.9,89.75059738566364,1.0,3.0,3.0,UNK-3aa6908e
7.0,25.05,189.95,89.36629268837278,0.0,6.0,ORPH-d89b3bec,1329-VHWNP
4.0,74.8,321.9,208.3927373362175,0.0,0.0,2.0,2984-MIIZL
72.0,114.3,8058.55,363.4169529196488,0.0,4.0,2.0,0266-GMEAO
20.0,24.45,482.8,168.6917394343296,0.0,0.0,4.0,5590-YRFJT
63.0,109.2,7049.75,282.7161551950491,0.0,7.0,ORPH-d20ccfe5,5574-NXZIU
56.0,45.05,2560.1,179.2099096396111,0.0,7.0,3.0,0019-GFNTW
5.0,51.0,286.8,165.31104594107111,0.0,6.0,3.0,4256-ZWTZI
72.0,110.45,7982.5,363.5166505785768,0.0,8.0,3.0,8309-PPCED
68.0,84.65,5683.6,199.42043443412064,1.0,0.0,2.0,4098-NAUKP
67.0,60.05,3994.05,126.13827728843944,unknown,6.0,3.0,5196-WPYOW
8.0,44.65,369.15,98.31982831300648,,6.0,2.0,4608-LCIMN
52.0,93.25,4631.7,310.9676968023862,0.0,9.0,3.0,1485-YDHMM
18.0,20.25,401.95,58.95222614210819,0.0,0.0,3.0,4054-CUMIA
59.0,25.45,1534.05,83.14765712325034,0.0,4.0,2.0,0603-TPMIB
60.0,20.6,1093,2.9986912683638813,1.0,2.0,,2525-GVKQU
7.0,94.1,701.3,317.14244937375145,0.0,0.0,1.0,8161-QYMTT
59.0,34.8,1980.3,153.566148823432,—,1.0,2.0,9581-GVBXT
46.0,60.75,2893.4,146.4711497583324,0.0,4.0,2.0,5862-BRIXZ
5.0,51.35,262.3,139.90792490619984,0.0,2.0,2.0,5404-GGUKR
59.0,64.05,3886.85,152.0785431533073,0.0,0.0,3.0,3308-JSGML
70.0,84.8,5917.55,244.4438704994485,0.0,7.0,2.0,2126-GSEGL
14.0,71.0,914,268.865161530722,0.0,3.0,3.0,3677-TNKIO
44.0,50.15,2139.1,152.65895553915328,0.0,3.0,2.0,0440-QEXBZ
64.0,94.6,5948.7,244.22049726019904,0.0,4.0,UNK-2dab102e, 2434-EEVDB  
58.0,59.75,3624.35,232.50937175825717,0.0,8.0,3.0,6762-QVYJO
46.0,100.25,4753.85,335.19876735237904,1.0,8.0,2.0,6199-IWKGC
58.0,98.9,5780.7,232.15733681870805,2.0,0.0,1.0,2675-DHUTR
72.0,97.7,6869.7,380.4947058327198,0.0,6.0,2.0,8152-VETUR
30.0,40.3,1172.95,124.93183922561228,1.0,8.0,2.0,9667-EQRXU
11.0,60.25,662.95,114.45295531446315,1.0,0.0,1.0,7446-YPODE
34.0,56.25,1765.95,117.97302250783972,0.0,0.0,2.0,9522-BNTHX
54.0,46.2,2431.95,227.79746915952396,0.0,5.0,3.0,4676-WLUHT
3.0,50.6,155.35,244.97675118840507,1.0,0.0,2.0,3329-WDIOK
72.0,24.9,1859.2,68.18208453194177,0.0,2.0,UNK-5757445d,7980-MHFLQ
40.0,84.85,3303.05,242.31205285412025,0.0,0.0,ORPH-e88f5ed6,2873-ZLIWT
2.0,65.7,134.35,245.22005049757885,2.0,4.0,2.0,3415-TAILE
54.0,63.35,3409.1,121.24237000065152,0.0,4.0,3.0,0757-WCUUZ
14.0,50.1,709.5,148.6259648971848,0.0,0.0,2.0,1629-DQQVB
1.0,70.5,70.5,208.17240390620583,1.0,0.0,2.0,1915-IOFGU
10.0,94.85,953.45,320.9233808678381,0.0,6.0,1.0,3045-XETSH
1.0,50.15,50.15,112.00981562801638,0.0,0.0,2.0,0374-AACSZ
1.0,19.75,19.75,53.64612641947268,0.0,0.0,ORPH-a1a9513d,7239-HZZCX
56.0,64.65,3665.55,135.74834728384175,0.0,—,1.0,4872-VXRIL
68.0,79.6,5515.8,242.16528948546255,0.0,2.0,2.0,9140-CZQZZ
,19.5,272,0.0,1.0,0.0,2.0,3423-HHXAO
68.0,99.55,6668,348.2552860593851,0.0,1.0,2.0,9938-TKDGL
55.0,74.0,4052.4,166.6534425014829,1.0,4.0,2.0,0531-ZZJWQ
16.0,38.9,664.4,205.7603499459008,0.0,0.0,2.0,6537-QLGEX
9.0,79.55,718.55,288.17580432048584,0.0,0.0,2.0,2688-BHGOG
14.0,65.45,937.6,175.08611881119063,0.0,4.0,2.0,7683-CBDKJ
58.0,98.7,5812.6,292.7829199697969,0.0,0.0,2.0,0946-CLJTI
53.0,46.3,2546.85,195.40910908640237,0.0,5.0,4.0,3160-TYXLT
unknown,99.35,6944.5,256.6043683453287,0.0,4.0,2.0,1325-USMEC
14.0,95.8,1346.3,-,0.0,0.0,1.0,0916-QOFDP
22.0,67.5,,222.82490987762785,0.0,3.0,4.0,0628-CNQRM
10.0,78.15,765.15,231.4829774610357,1.0,3.0,2.0,5606-AMZBO
29.0,26.1,692.55,0.0,0.0,2.0,3.0,6199-IPCAO
1.0,69.6,69.6,301.80022491877224,1.0,3.0,2.0,7665-TOALD
49.0,84.35,4059.35,203.2966694303019,0.0,4.0,2.0,0112-QWPNC
68.0,100.2,6851.65,323.1990120533459,0.0,0.0,2.0,0324-BRPCJ
1.0,78.05,78.05,266.13268997727755,1.0,—,2.0,2777-PHDEI
30.0,40.35,1187.05,189.6440108838081,0.0,0.0,2.0,5640-CAXOA
72.0,79.2,5401.9,102.7382126009077,0.0,3.0,2.0,2235-EZAIK
10.0,20.9,247,0.0586998045002169,0.0,4.0,3.0,3847-BAERP
7.0,73.6,520,231.1912327713436,1.0,0.0,1.0,1196-AMORA
9.0,74.75,706.6,190.24162388075135,0.0,4.0,1.0,4282-YMKNA
1.0,49.9,49.9,158.1558918111304,0.0,1.0,3.0,1453-RZFON
20.0,68.9,1370.35,204.6437317366313,0.0,3.0,ORPH-79ca2e97,8263-OKETD
1.0,20.25,20.25,29.135101005368416,0.0,0.0,2.0,UNK-23458a52
29.0,76.0,2215.25,225.0061394517112,0.0,2.0,3.0,2476-YGEFM
1.0,74.0,74,218.9829353663432,0.0,3.0,ORPH-f2b457d9,8687-BAFGU
3.0,82.3,214.4,294.57844122637533,0.0,0.0,3.0,0641-EVBOJ
20.0,89.4,1871.15,252.61143280240023,0.0,2.0,2.0,0829-XXPLX
64.0,99.15,6171.2,380.8810893566078,0.0,5.0,2.0,9974-JFBHQ
1.0,20.2,20.2,69.50205669206046,1.0,3.0,2.0,5356-RHIPP
6.0,29.45, 161.45  ,115.000110120191,1.0,3.0,2.0,6624-JDRDS
50.0,19.8,1013.2,0.0,0.0,0.0,2.0,0608-JDVEC
6.0,59.15,336.7,187.61745631861203,0.0,5.0,2.0,9780-FKVVF
7.0,44.75,333.65,107.1836743316951,0.0,3.0,2.0,1919-RTPQD
72.0,90.8,6511.8,312.1541258072685,0.0,5.0,2.0,5214-NLTIT
8.0,49.55,393.45,179.88556118527984,0.0,0.0,3.0,3345-PBBFH
67.0,106.7,7009.5,340.1136043055208,0.0,4.0,3.0,5055-BRMNE
24.0,93.55,2264.05,292.49353935370806,0.0,0.0,2.0,9189-JWSHV
72.0,94.45,6921.7,305.3582943279922,0.0,4.0,2.0,2190-PHBHR
33.0,19.45,600.25,44.0227519296816,0.0,0.0,3.0,2650-GYRYL
2.0,25.05,56.35,174.29353680328217,0.0,0.0,2.0,0746-JTRFU
70.0,67.95,4664.15,139.10423924001938,1.0,13.0,2.0,5208-FVQKB
22.0,65.25,1441.8,139.69423337594284,0.0,2.0,2.0,7184-LRUUR
59.0,99.45,5623.7,293.6880075770348,0.0,2.0,1.0,6627-CFOSN
36.0,20.35,695.85,35.18216577654617,0.0,3.0,3.0,3982-JGSFD
51.0,19.95,1028.75,0.0,0.0,0.0,2.0,1574-DYCWE
53.0,77.4,4155.95,158.6941007022072,1.0,3.0,2.0,7247-XOZPB
20.0,19.7,395.6,0.0,0.0,2.0,3.0,2466-FCCPT
63.0,99.7,6330.4,363.0600013898081,0.0,3.0,2.0,6211-WWLTF
40.0,74.8,2971.7,218.0352778570727,1.0,3.0,3.0,4826-TZEVA
35.0,19.15,638,36.29876857807453,0.0,0.0,2.0,6016-NXBNJ
26.0,78.95,2034.25,306.6065289605376,0.0,0.0,3.0,9138-EFSMO
27.0,95.55,2510.2,203.84774632005724,0.0,1.0,2.0,0576-WNXXC
53.0,62.85,3419.5,132.13751818677432,0.0,6.0,3.0,4632-XJMEX
34.0,71.55,2427.35,227.60764101363705,1.0,0.0,3.0,8910-LEDAG
19.0,94.95,1760.25,241.40922674066,0.0,2.0,ORPH-39ff68a4,3452-GWUIN
43.0,86.1,3551.65,254.512359865798,0.0,5.0,2.0,2716-GFZOR
6.0,19.55,122.9,60.65247124856789,0.0,0.0,2.0,3724-UCSHY
56.0,24.8,1424.2,0.0,1.0,2.0,2.0,8626-XHBIE
57.0,39.3,2111.45,164.47888275990232,0.0,3.0,3.0,4628-CTTLA
34.0,84.05,2909.95,285.8302955316298,0.0,5.0,2.0,3192-LNKRK
10.0,36.25,374,169.57981731198583,0.0,0.0,3.0,4439-YRNVD
1.0,20.25,20.25,0.0,1.0,3.0,2.0,2876-VBBBL
13.0,23.9,300.8,81.59992682327324,0.0,0.0,3.0,6834-NXDCA
56.0,98.6,5581.05,307.15164068089035,0.0,0.0,1.0,2208-UGTGR
55.0,103.65,5676.65,348.1483314574933,unknown,8.0,1.0,3005-TYFRD
36.0,92.9,3379.25,177.62419235633453,0.0,3.0,2.0,8670-MEFCP
47.0,19.9,942.95,,0.0,2.0,4.0,3079-BCHLN
12.0,20.1,232.4,72.78829483160754,0.0,0.0,3.0,7777-UNYHB
1.0,85.45,85.45,329.63467084342795,1.0,3.0,1.0,5597-GLBUC
24.0,80.5,2088.45,217.70344142740112,0.0,3.0,2.0,7278-CKDNC
63.0,99.9,6137,283.2415329833199,1.0,0.0,1.0,2748-MYRVK
35.0,39.85,1434.6,72.2471807609054,0.0,0.0,3.0,8450-UYIBU
67.0,60.5,3870,81.71180893071008,0.0,6.0,3.0,2969-VAPYH
25.0,84.8,2043.45,332.08624676655654,0.0,1.0,2.0,4822-YCXMX
21.0,103.85,2215,366.54128539745903,4.0,2.0,1.0,7181-OQCUT
13.0,67.8,842.25,212.02542803665327,0.0,6.0,3.0,8474-UMLNT
35.0,75.2,2576.2,213.29957643448543,0.0,0.0,2.0,9821-POOTN
71.0,24.85,1901,3.434175384170985,0.0,0.0,3.0,3836-FZSDJ
29.0,19.35,601.6,23.28498400038123,1.0,0.0,3.0,9142-XMYJH
71.0,49.35,3515.25,219.1733718017259,1.0,0.0,2.0,6559-ILWKJ
7.0,89.0,605.45,305.6753690514145,0.0,5.0,2.0,0187-QSXOE
57.0,55.0,3094.05,151.3897601782436,0.0,0.0,3.0,
65.0,76.15,4929.55,180.6449765740664,0.0,4.0,3.0,2649-HWLYB
27.0,20.3,595.05,29.82744777265717,0.0,0.0,2.0,5214-CHIWJ
